 3.05059999E-02 0.107545637 1.58833340E-03
 3.19940001E-02 0.103565052 1.52683491E-03
 3.34820002E-02 9.94577110E-02 1.48452970E-03
 3.49709988E-02 9.48181823E-02 1.43043359E-03
 3.64589989E-02 9.30447802E-02 1.40560826E-03
 3.79469991E-02 8.96520168E-02 1.37435365E-03
 3.94349992E-02 8.81932452E-02 1.34890596E-03
 4.09229994E-02 8.36327597E-02 1.29290670E-03
 4.24109995E-02 7.93380290E-02 1.26577099E-03
 4.38989997E-02 7.83657506E-02 1.23806333E-03
 4.53869998E-02 7.55094960E-02 1.20937149E-03
 4.68750000E-02 7.29475245E-02 1.17739395E-03
 4.83634993E-02 7.22677410E-02 1.16534380E-03
 4.98519987E-02 7.03535676E-02 1.12371601E-03
 5.13399988E-02 6.66663423E-02 1.10510853E-03
 5.28279990E-02 6.52545318E-02 1.07283122E-03
 5.43159992E-02 6.19577244E-02 1.04739005E-03
 5.58039993E-02 6.31459057E-02 1.05257914E-03
 5.72919995E-02 5.87021820E-02 1.00645784E-03
 5.87799996E-02 5.76738045E-02 9.96080344E-04
 6.02679998E-02 5.52208759E-02 9.76549811E-04
 6.25004992E-02 5.13349734E-02 6.66540756E-04
 6.54769987E-02 4.81295921E-02 6.36601355E-04
 6.84529990E-02 4.50516269E-02 6.11578114E-04
 7.14289993E-02 4.16718312E-02 5.84706839E-04
 7.44049996E-02 3.94553654E-02 5.68430230E-04
 7.73819983E-02 3.64616290E-02 5.44561539E-04
 8.03579986E-02 3.37383039E-02 5.22239890E-04
 8.33339989E-02 3.24833766E-02 5.12410828E-04
 8.63099992E-02 2.90949084E-02 4.88868216E-04
 8.92862529E-02 2.79571973E-02 4.77306719E-04
 9.22629982E-02 2.67266035E-02 4.66705678E-04
 9.52389985E-02 2.47555450E-02 4.52121778E-04
 9.82149988E-02 2.35052928E-02 4.42151126E-04
 0.102679372 2.14745458E-02 3.00204672E-04
 0.108631998 1.88756753E-02 2.83869857E-04
 0.114583999 1.75033007E-02 2.72115314E-04
 0.120536998 1.52730541E-02 2.60017376E-04
 0.126488999 1.37411412E-02 2.49535311E-04
 0.132441625 1.26731498E-02 2.64601753E-04
 0.138393998 1.10271862E-02 2.68096628E-04
 0.144346386 9.58304852E-03 2.68999051E-04
 0.150299013 8.79854802E-03 2.68980046E-04
 0.156251013 7.76728569E-03 2.66930554E-04
 0.162203997 7.69266766E-03 2.66674440E-04
 0.168155998 6.68406626E-03 2.65100272E-04
 0.174108759 6.70186244E-03 2.63936614E-04
 0.180061013 5.51729044E-03 2.65758979E-04
 0.186013386 5.45713771E-03 2.64122908E-04
 0.191965997 6.08961051E-03 2.66758230E-04
 0.197917998 5.02287177E-03 2.63045513E-04
 0.203871012 4.87428717E-03 2.61787587E-04
 0.209823012 4.95683588E-03 2.63288443E-04
 0.215775758 4.86065866E-03 2.63094786E-04
 0.221727997 4.71521355E-03 2.63176596E-04
 0.227680385 4.98223817E-03 2.63110327E-04
 0.233633012 5.13096713E-03 2.65383191E-04
 0.239585131 5.55027369E-03 2.73325830E-04
 0.245537996 6.87198946E-03 2.88797310E-04
 0.251489997 4.62219864E-03 2.66279094E-04
 0.257442743 4.48722206E-03 2.66086310E-04
 0.263395011 4.73536830E-03 2.63807247E-04
 0.269347489 4.51066205E-03 2.61987065E-04
 0.275299996 4.38832818E-03 2.64167582E-04
 0.281252116 4.84471954E-03 2.61937501E-04
 0.287204981 4.52298531E-03 2.61238107E-04
 0.293156981 4.09652013E-03 2.60268251E-04
 0.299109757 4.67275735E-03 2.62150104E-04
 0.305061996 4.24014870E-03 2.59579072E-04
 0.311014503 4.46489081E-03 2.61806097E-04
 0.316967010 4.17680107E-03 2.61866371E-04
 0.322919130 4.16916469E-03 2.62596528E-04
 0.328871995 3.65066016E-03 2.61336711E-04
 0.334823996 3.92238237E-03 2.62239977E-04
 0.340776861 3.47936596E-03 2.60798639E-04
 0.346728981 4.07021493E-03 3.17543338E-04
 0.352681488 3.79767944E-03 4.20447555E-04
 0.358633995 5.09066414E-03 5.63156384E-04
 0.364214003 2.45359773E-03 9.68454871E-04
