 1.15329996E-02 1.00907041E-02 1.70757645E-03
 1.22769997E-02 1.56930722E-02 1.54342130E-03
 1.30209997E-02 1.41681954E-02 1.39856897E-03
 1.37649998E-02 1.40150618E-02 1.34218333E-03
 1.45089999E-02 1.72505789E-02 1.35377492E-03
 1.52530000E-02 1.32421535E-02 1.30523904E-03
 1.59970000E-02 1.51602784E-02 1.32865808E-03
 1.67410001E-02 1.35831134E-02 1.33077963E-03
 1.74850002E-02 1.34500833E-02 1.31598546E-03
 1.82290003E-02 1.38851404E-02 1.34405482E-03
 1.89730003E-02 1.45382099E-02 1.31091080E-03
 1.97170004E-02 1.41287707E-02 1.30241946E-03
 2.04610005E-02 1.55857773E-02 1.28820573E-03
 2.12060008E-02 1.47810364E-02 1.31615298E-03
 2.19500009E-02 1.42554808E-02 1.24843989E-03
 2.26939991E-02 1.53232953E-02 1.23689068E-03
 2.34379992E-02 1.49484640E-02 1.24350539E-03
 2.41819993E-02 1.45276515E-02 1.23210088E-03
 2.49259993E-02 1.44399563E-02 1.25163223E-03
 2.56699994E-02 1.17278080E-02 1.15027279E-03
 2.64139995E-02 1.46463085E-02 1.16657384E-03
 2.71579996E-02 1.50956633E-02 1.19021325E-03
 2.79019997E-02 1.58657450E-02 1.15227920E-03
 2.86459997E-02 1.39855975E-02 1.14013022E-03
 2.93899998E-02 1.37414923E-02 1.12955295E-03
 3.05059999E-02 1.53439380E-02 7.94475200E-04
 3.19940001E-02 1.49709517E-02 7.69215985E-04
 3.34820002E-02 1.45986918E-02 7.53731758E-04
 3.49709988E-02 1.47902817E-02 7.36491405E-04
 3.64589989E-02 1.44845340E-02 7.28675164E-04
 3.79469991E-02 1.35524683E-02 7.11039698E-04
 3.94349992E-02 1.43162441E-02 7.08456559E-04
 4.09229994E-02 1.26228957E-02 6.80907222E-04
 4.24109995E-02 1.31406290E-02 6.77493459E-04
 4.38989997E-02 1.36637129E-02 6.67693675E-04
 4.53869998E-02 1.35038495E-02 6.64921419E-04
 4.68750000E-02 1.24993343E-02 6.42575847E-04
 4.83634993E-02 1.31934490E-02 6.40699116E-04
 4.98519987E-02 1.39384773E-02 6.25188230E-04
 5.13399988E-02 1.32309301E-02 6.27906004E-04
 5.28279990E-02 1.29584344E-02 6.07113412E-04
 5.43159992E-02 1.33555932E-02 6.06300950E-04
 5.58039993E-02 1.28575116E-02 6.00593223E-04
 5.72919995E-02 1.25177000E-02 5.85083384E-04
 5.87799996E-02 1.27963750E-02 5.85401838E-04
 6.02679998E-02 1.09858653E-02 5.75969985E-04
 6.25004992E-02 1.16033498E-02 4.02334117E-04
 6.54769987E-02 1.13852806E-02 3.88704502E-04
 6.84529990E-02 1.16023980E-02 3.81457736E-04
 7.14289993E-02 1.07676694E-02 3.68220615E-04
 7.44049996E-02 1.09710097E-02 3.64400243E-04
 7.73819983E-02 1.05357701E-02 3.54741525E-04
 8.03579986E-02 1.00345043E-02 3.44129367E-04
 8.33339989E-02 9.49579850E-03 3.38745798E-04
 8.63099992E-02 9.51147359E-03 3.32799973E-04
 8.92862529E-02 8.92105792E-03 3.24843917E-04
 9.22629982E-02 9.24256071E-03 3.22872656E-04
 9.52389985E-02 7.94483814E-03 3.12774151E-04
 9.82149988E-02 7.77055090E-03 3.08546383E-04
 0.102679372 7.42008211E-03 2.12458428E-04
 0.108631998 7.09951250E-03 2.04914031E-04
 0.114583999 6.76493766E-03 1.98150883E-04
 0.120536998 5.96442819E-03 1.91621119E-04
 0.126488999 5.82098961E-03 1.86689736E-04
 0.132441625 5.34774689E-03 1.98855210E-04
 0.138393998 4.78161406E-03 2.03561169E-04
 0.144346386 4.42671310E-03 2.06971716E-04
 0.150299013 4.22747666E-03 2.08428319E-04
 0.156251013 3.94202210E-03 2.08735757E-04
 0.162203997 3.84326512E-03 2.08161116E-04
 0.168155998 3.42624378E-03 2.08497149E-04
 0.174108759 3.76861659E-03 2.08669182E-04
 0.180061013 3.11788800E-03 2.11610750E-04
 0.186013386 2.94040539E-03 2.09637365E-04
 0.191965997 3.07177892E-03 2.10237500E-04
 0.197917998 2.84901261E-03 2.09872407E-04
 0.203871012 2.83643487E-03 2.09198246E-04
 0.209823012 2.54904851E-03 2.08981699E-04
 0.215775758 2.43350072E-03 2.08615777E-04
 0.221727997 2.22035637E-03 2.08314304E-04
 0.227680385 2.47700862E-03 2.08317986E-04
 0.233633012 1.97098148E-03 2.07527599E-04
 0.239585131 2.71416199E-03 2.15863940E-04
 0.245537996 2.46697967E-03 2.23564653E-04
 0.251489997 1.90854957E-03 2.09825273E-04
 0.257442743 1.32006290E-03 2.07577556E-04
 0.263395011 1.85324228E-03 2.06977944E-04
 0.269347489 2.10018014E-03 2.07383564E-04
 0.275299996 1.60737021E-03 2.07494653E-04
 0.281252116 2.01374176E-03 2.05634409E-04
 0.287204981 1.87359017E-03 2.05624252E-04
 0.293156981 1.73786574E-03 2.05834687E-04
 0.299109757 1.53557432E-03 2.04329874E-04
 0.305061996 2.05736421E-03 2.06068304E-04
 0.311014503 1.61865621E-03 2.05149059E-04
 0.316967010 1.47747877E-03 2.05669960E-04
 0.322919130 1.27169257E-03 2.05389530E-04
 0.328871995 1.21375278E-03 2.06025681E-04
 0.334823996 1.35556667E-03 2.06390963E-04
 0.340776861 1.23047014E-03 2.06251410E-04
 0.346728981 1.48467894E-03 2.49666657E-04
 0.352681488 1.15920720E-03 3.30053765E-04
 0.358633995 1.75475248E-03 4.36760369E-04
 0.364214003 -3.30465904E-04 7.51172076E-04
