# Simulated data
# sigma generated using Sedlak et al, k=100000, c=0.55, https://doi.org/10.1107/S1600576717003077, and rebinned with 10 per bin)
# q            I            sigma       
  1.00000e-03  4.18961e-03  1.13398e-03 
  2.25063e-03  3.02807e-03  7.54632e-04 
  3.50125e-03  2.65392e-03  6.03260e-04 
  4.75188e-03  2.53051e-03  5.15656e-04 
  6.00251e-03  2.37646e-03  4.56296e-04 
  7.25313e-03  3.60380e-03  4.12300e-04 
  8.50376e-03  2.68606e-03  3.77723e-04 
  9.75439e-03  2.34271e-03  3.49397e-04 
  1.10050e-02  2.50720e-03  3.25459e-04 
  1.22556e-02  2.56214e-03  3.04736e-04 
  1.35063e-02  2.69289e-03  2.86451e-04 
  1.47569e-02  1.98185e-03  2.70062e-04 
  1.60075e-02  2.12058e-03  2.55185e-04 
  1.72581e-02  2.02251e-03  2.41536e-04 
  1.85088e-02  2.70727e-03  2.28903e-04 
  1.97594e-02  1.89109e-03  2.17122e-04 
  2.10100e-02  1.73532e-03  2.06067e-04 
  2.22607e-02  2.14004e-03  1.95640e-04 
  2.35113e-02  1.79228e-03  1.85760e-04 
  2.47619e-02  1.62816e-03  1.76365e-04 
  2.60125e-02  1.56487e-03  1.67403e-04 
  2.72632e-02  1.67369e-03  1.58833e-04 
  2.85138e-02  1.34226e-03  1.50620e-04 
  2.97644e-02  1.24888e-03  1.42737e-04 
  3.10150e-02  1.26151e-03  1.35159e-04 
  3.22657e-02  1.13250e-03  1.27869e-04 
  3.35163e-02  1.13499e-03  1.20850e-04 
  3.47669e-02  9.39486e-04  1.14088e-04 
  3.60175e-02  1.09147e-03  1.07573e-04 
  3.72682e-02  6.94410e-04  1.01295e-04 
  3.85188e-02  7.80081e-04  9.52467e-05 
  3.97694e-02  6.88633e-04  8.94212e-05 
  4.10201e-02  6.49424e-04  8.38129e-05 
  4.22707e-02  7.92831e-04  7.84170e-05 
  4.35213e-02  5.32298e-04  7.32295e-05 
  4.47719e-02  5.82283e-04  6.82468e-05 
  4.60226e-02  4.17469e-04  6.34658e-05 
  4.72732e-02  4.73232e-04  5.88839e-05 
  4.85238e-02  3.11167e-04  5.44987e-05 
  4.97744e-02  3.16746e-04  5.03080e-05 
  5.10251e-02  2.38258e-04  4.63101e-05 
  5.22757e-02  2.34394e-04  4.25033e-05 
  5.35263e-02  2.14069e-04  3.88863e-05 
  5.47769e-02  1.37782e-04  3.54580e-05 
  5.60276e-02  2.36775e-04  3.22177e-05 
  5.72782e-02  9.42850e-05  2.91651e-05 
  5.85288e-02  8.82344e-05  2.63004e-05 
  5.97794e-02  7.58414e-05  2.36246e-05 
  6.10301e-02  5.05111e-05  2.11397e-05 
  6.22807e-02  5.36217e-05  1.88488e-05 
  6.35313e-02  2.10654e-05  1.67567e-05 
  6.47820e-02  4.06121e-05  1.48703e-05 
  6.60326e-02  1.61186e-05  1.31981e-05 
  6.72832e-02  6.62651e-06  1.17510e-05 
  6.85338e-02  3.44395e-05  1.05403e-05 
  6.97845e-02  9.95282e-06  9.57535e-06 
  7.10351e-02  1.35115e-05  8.85919e-06 
  7.22857e-02  1.14011e-05  8.38325e-06 
  7.35363e-02  1.72316e-05  8.12431e-06 
  7.47870e-02  9.51360e-06  8.04590e-06 
  7.60376e-02  4.78733e-06  8.10419e-06 
  7.72882e-02  4.14831e-06  8.25531e-06 
  7.85388e-02  6.93555e-06  8.46072e-06 
  7.97895e-02  3.32261e-06  8.68951e-06 
  8.10401e-02  8.21107e-06  8.91855e-06 
  8.22907e-02  7.76191e-06  9.13132e-06 
  8.35414e-02  6.21960e-06  9.31659e-06 
  8.47920e-02  1.36242e-05  9.46712e-06 
  8.60426e-02  2.60446e-05  9.57862e-06 
  8.72932e-02  2.30580e-05  9.64897e-06 
  8.85439e-02  1.88492e-05  9.67766e-06 
  8.97945e-02  -1.32340e-06 9.66531e-06 
  9.10451e-02  3.77825e-06  9.61338e-06 
  9.22957e-02  2.03926e-05  9.52397e-06 
  9.35464e-02  2.49818e-05  9.39959e-06 
  9.47970e-02  1.38928e-05  9.24310e-06 
  9.60476e-02  2.06289e-05  9.05756e-06 
  9.72982e-02  1.57720e-06  8.84619e-06 
  9.85489e-02  2.01763e-05  8.61230e-06 
  9.97995e-02  3.16596e-05  8.35925e-06 
  1.01050e-01  2.36274e-05  8.09041e-06 
  1.02301e-01  2.40946e-05  7.80917e-06 
  1.03551e-01  1.13170e-05  7.51885e-06 
  1.04802e-01  5.01983e-06  7.22277e-06 
  1.06053e-01  7.32996e-06  6.92415e-06 
  1.07303e-01  1.39643e-05  6.62615e-06 
  1.08554e-01  1.37555e-05  6.33186e-06 
  1.09805e-01  2.19803e-06  6.04422e-06 
  1.11055e-01  7.67281e-06  5.76607e-06 
  1.12306e-01  1.07651e-05  5.50007e-06 
  1.13556e-01  6.91160e-06  5.24870e-06 
  1.14807e-01  1.45531e-05  5.01417e-06 
  1.16058e-01  4.75283e-06  4.79837e-06 
  1.17308e-01  -4.23919e-06 4.60284e-06 
  1.18559e-01  4.34469e-06  4.42865e-06 
  1.19810e-01  1.96174e-06  4.27637e-06 
  1.21060e-01  -1.10479e-06 4.14601e-06 
  1.22311e-01  9.27781e-07  4.03701e-06 
  1.23561e-01  1.24560e-06  3.94826e-06 
  1.24812e-01  3.54338e-06  3.87816e-06 
  1.26063e-01  8.57606e-06  3.82470e-06 
  1.27313e-01  -4.81903e-08 3.78562e-06 
  1.28564e-01  9.59259e-07  3.75848e-06 
  1.29815e-01  4.09925e-06  3.74082e-06 
  1.31065e-01  6.98127e-07  3.73026e-06 
  1.32316e-01  5.23093e-06  3.72457e-06 
  1.33566e-01  -9.49344e-07 3.72174e-06 
  1.34817e-01  -3.44598e-06 3.72001e-06 
  1.36068e-01  3.42990e-06  3.71786e-06 
  1.37318e-01  9.16614e-06  3.71406e-06 
  1.38569e-01  5.42257e-07  3.70761e-06 
  1.39820e-01  9.77210e-06  3.69775e-06 
  1.41070e-01  -6.63475e-06 3.68393e-06 
  1.42321e-01  5.66960e-06  3.66579e-06 
  1.43571e-01  5.64567e-06  3.64314e-06 
  1.44822e-01  -1.30006e-06 3.61593e-06 
  1.46073e-01  9.74857e-07  3.58423e-06 
  1.47323e-01  3.93564e-06  3.54822e-06 
  1.48574e-01  -5.75481e-07 3.50818e-06 
  1.49825e-01  -7.40238e-06 3.46445e-06 
  1.51075e-01  2.45895e-06  3.41742e-06 
  1.52326e-01  3.09614e-06  3.36753e-06 
  1.53576e-01  3.46985e-06  3.31525e-06 
  1.54827e-01  1.05373e-05  3.26108e-06 
  1.56078e-01  5.95800e-06  3.20550e-06 
  1.57328e-01  3.59035e-06  3.14902e-06 
  1.58579e-01  1.07852e-06  3.09213e-06 
  1.59830e-01  6.56645e-07  3.03529e-06 
  1.61080e-01  3.78847e-06  2.97895e-06 
  1.62331e-01  4.12289e-06  2.92351e-06 
  1.63581e-01  -4.68419e-06 2.86935e-06 
