# Simulated data
# sigma generated using Sedlak et al, k=100000, c=0.55, https://doi.org/10.1107/S1600576717003077, and rebinned with 10 per bin)
# q            I            sigma       
  1.00000e-03  3.24130e+00  3.79891e-02 
  2.25063e-03  3.22456e+00  2.52805e-02 
  3.50125e-03  3.23127e+00  2.02091e-02 
  4.75188e-03  3.21191e+00  1.72740e-02 
  6.00251e-03  3.16743e+00  1.52849e-02 
  7.25313e-03  3.10946e+00  1.38106e-02 
  8.50376e-03  3.03994e+00  1.26518e-02 
  9.75439e-03  3.01759e+00  1.17023e-02 
  1.10050e-02  2.93604e+00  1.08998e-02 
  1.22556e-02  2.85849e+00  1.02050e-02 
  1.35063e-02  2.78868e+00  9.59185e-03 
  1.47569e-02  2.71868e+00  9.04223e-03 
  1.60075e-02  2.62386e+00  8.54322e-03 
  1.72581e-02  2.54902e+00  8.08535e-03 
  1.85088e-02  2.43738e+00  7.66149e-03 
  1.97594e-02  2.35009e+00  7.26619e-03 
  2.10100e-02  2.24675e+00  6.89522e-03 
  2.22607e-02  2.14134e+00  6.54526e-03 
  2.35113e-02  2.03582e+00  6.21365e-03 
  2.47619e-02  1.93514e+00  5.89829e-03 
  2.60125e-02  1.83924e+00  5.59745e-03 
  2.72632e-02  1.72943e+00  5.30974e-03 
  2.85138e-02  1.61940e+00  5.03401e-03 
  2.97644e-02  1.52328e+00  4.76934e-03 
  3.10150e-02  1.41794e+00  4.51494e-03 
  3.22657e-02  1.31519e+00  4.27017e-03 
  3.35163e-02  1.22213e+00  4.03451e-03 
  3.47669e-02  1.13965e+00  3.80750e-03 
  3.60175e-02  1.04732e+00  3.58878e-03 
  3.72682e-02  9.56971e-01  3.37803e-03 
  3.85188e-02  8.77726e-01  3.17500e-03 
  3.97694e-02  7.92205e-01  2.97947e-03 
  4.10201e-02  7.16116e-01  2.79125e-03 
  4.22707e-02  6.47182e-01  2.61018e-03 
  4.35213e-02  5.80640e-01  2.43612e-03 
  4.47719e-02  5.21591e-01  2.26897e-03 
  4.60226e-02  4.57982e-01  2.10861e-03 
  4.72732e-02  4.04559e-01  1.95496e-03 
  4.85238e-02  3.56816e-01  1.80794e-03 
  4.97744e-02  3.09254e-01  1.66749e-03 
  5.10251e-02  2.64699e-01  1.53354e-03 
  5.22757e-02  2.30833e-01  1.40604e-03 
  5.35263e-02  1.98315e-01  1.28495e-03 
  5.47769e-02  1.66305e-01  1.17025e-03 
  5.60276e-02  1.40409e-01  1.06191e-03 
  5.72782e-02  1.17743e-01  9.59920e-04 
  5.85288e-02  9.62175e-02  8.64312e-04 
  5.97794e-02  7.83003e-02  7.75126e-04 
  6.10301e-02  6.45591e-02  6.92446e-04 
  6.22807e-02  5.10832e-02  6.16402e-04 
  6.35313e-02  4.14221e-02  5.47184e-04 
  6.47820e-02  3.29441e-02  4.85052e-04 
  6.60326e-02  2.54451e-02  4.30345e-04 
  6.72832e-02  2.04707e-02  3.83460e-04 
  6.85338e-02  1.59157e-02  3.44803e-04 
  6.97845e-02  1.40994e-02  3.14672e-04 
  7.10351e-02  1.21618e-02  2.93082e-04 
  7.22857e-02  1.13871e-02  2.79594e-04 
  7.35363e-02  1.09197e-02  2.73240e-04 
  7.47870e-02  1.09078e-02  2.72635e-04 
  7.60376e-02  1.13304e-02  2.76223e-04 
  7.72882e-02  1.24229e-02  2.82520e-04 
  7.85388e-02  1.37493e-02  2.90272e-04 
  7.97895e-02  1.43011e-02  2.98504e-04 
  8.10401e-02  1.53790e-02  3.06500e-04 
  8.22907e-02  1.67782e-02  3.13760e-04 
  8.35414e-02  1.73467e-02  3.19950e-04 
  8.47920e-02  1.82297e-02  3.24861e-04 
  8.60426e-02  1.89424e-02  3.28376e-04 
  8.72932e-02  1.98660e-02  3.30443e-04 
  8.85439e-02  2.04359e-02  3.31059e-04 
  8.97945e-02  2.03322e-02  3.30257e-04 
  9.10451e-02  2.02693e-02  3.28095e-04 
  9.22957e-02  1.97896e-02  3.24650e-04 
  9.35464e-02  2.01017e-02  3.20014e-04 
  9.47970e-02  1.94659e-02  3.14285e-04 
  9.60476e-02  1.89937e-02  3.07570e-04 
  9.72982e-02  1.71245e-02  2.99980e-04 
  9.85489e-02  1.68526e-02  2.91629e-04 
  9.97995e-02  1.66131e-02  2.82632e-04 
  1.01050e-01  1.50740e-02  2.73103e-04 
  1.02301e-01  1.44613e-02  2.63158e-04 
  1.03551e-01  1.29980e-02  2.52910e-04 
