# Simulated data
# sigma generated using Sedlak et al, k=100000, c=0.55, https://doi.org/10.1107/S1600576717003077, and rebinned with 10 per bin)
# q            I            sigma       
  1.00000e-03  1.40704e+01  7.93951e-02 
  2.25063e-03  1.41266e+01  5.28362e-02 
  3.50125e-03  1.39621e+01  4.22391e-02 
  4.75188e-03  1.39144e+01  3.61068e-02 
  6.00251e-03  1.37936e+01  3.19522e-02 
  7.25313e-03  1.35707e+01  2.88734e-02 
  8.50376e-03  1.34240e+01  2.64542e-02 
  9.75439e-03  1.31098e+01  2.44727e-02 
  1.10050e-02  1.28431e+01  2.27986e-02 
  1.22556e-02  1.25842e+01  2.13497e-02 
  1.35063e-02  1.22195e+01  2.00715e-02 
  1.47569e-02  1.18544e+01  1.89261e-02 
  1.60075e-02  1.15205e+01  1.78867e-02 
  1.72581e-02  1.11420e+01  1.69332e-02 
  1.85088e-02  1.07053e+01  1.60509e-02 
  1.97594e-02  1.03070e+01  1.52283e-02 
  2.10100e-02  9.86914e+00  1.44565e-02 
  2.22607e-02  9.40778e+00  1.37286e-02 
  2.35113e-02  8.97467e+00  1.30391e-02 
  2.47619e-02  8.52659e+00  1.23835e-02 
  2.60125e-02  8.05126e+00  1.17581e-02 
  2.72632e-02  7.63000e+00  1.11602e-02 
  2.85138e-02  7.18623e+00  1.05872e-02 
  2.97644e-02  6.73476e+00  1.00372e-02 
  3.10150e-02  6.28303e+00  9.50865e-03 
  3.22657e-02  5.87852e+00  9.00008e-03 
  3.35163e-02  5.44740e+00  8.51041e-03 
  3.47669e-02  5.04216e+00  8.03870e-03 
  3.60175e-02  4.65610e+00  7.58417e-03 
  3.72682e-02  4.27235e+00  7.14615e-03 
  3.85188e-02  3.90002e+00  6.72411e-03 
  3.97694e-02  3.55831e+00  6.31757e-03 
  4.10201e-02  3.23422e+00  5.92613e-03 
  4.22707e-02  2.92138e+00  5.54946e-03 
  4.35213e-02  2.61700e+00  5.18727e-03 
  4.47719e-02  2.34848e+00  4.83931e-03 
  4.60226e-02  2.07932e+00  4.50537e-03 
  4.72732e-02  1.84969e+00  4.18524e-03 
  4.85238e-02  1.62909e+00  3.87877e-03 
  4.97744e-02  1.43140e+00  3.58581e-03 
  5.10251e-02  1.23942e+00  3.30623e-03 
  5.22757e-02  1.07536e+00  3.03991e-03 
  5.35263e-02  9.21582e-01  2.78677e-03 
  5.47769e-02  7.84586e-01  2.54672e-03 
  5.60276e-02  6.69933e-01  2.31971e-03 
  5.72782e-02  5.58662e-01  2.10572e-03 
  5.85288e-02  4.64838e-01  1.90475e-03 
  5.97794e-02  3.82352e-01  1.71686e-03 
  6.10301e-02  3.12723e-01  1.54217e-03 
  6.22807e-02  2.52571e-01  1.38086e-03 
  6.35313e-02  2.06077e-01  1.23323e-03 
  6.47820e-02  1.63724e-01  1.09966e-03 
  6.60326e-02  1.30376e-01  9.80674e-04 
  6.72832e-02  1.03714e-01  8.76886e-04 
  6.85338e-02  8.33283e-02  7.88950e-04 
  6.97845e-02  6.70882e-02  7.17415e-04 
  7.10351e-02  5.82524e-02  6.62483e-04 
  7.22857e-02  5.12643e-02  6.23727e-04 
  7.35363e-02  4.75562e-02  5.99875e-04 
  7.47870e-02  4.56638e-02  5.88821e-04 
  7.60376e-02  4.68992e-02  5.87896e-04 
  7.72882e-02  4.89775e-02  5.94278e-04 
  7.85388e-02  5.36407e-02  6.05357e-04 
  7.97895e-02  5.50976e-02  6.18942e-04 
  8.10401e-02  6.07033e-02  6.33319e-04 
  8.22907e-02  6.52325e-02  6.47221e-04 
  8.35414e-02  6.91246e-02  6.59749e-04 
  8.47920e-02  7.30307e-02  6.70298e-04 
  8.60426e-02  7.63657e-02  6.78483e-04 
  8.72932e-02  8.03122e-02  6.84086e-04 
  8.85439e-02  8.28209e-02  6.87011e-04 
  8.97945e-02  8.29271e-02  6.87257e-04 
  9.10451e-02  8.39927e-02  6.84884e-04 
  9.22957e-02  8.35715e-02  6.80007e-04 
  9.35464e-02  8.42745e-02  6.72773e-04 
  9.47970e-02  8.12510e-02  6.63359e-04 
  9.60476e-02  7.89277e-02  6.51955e-04 
  9.72982e-02  7.72854e-02  6.38770e-04 
  9.85489e-02  7.36827e-02  6.24016e-04 
  9.97995e-02  7.07627e-02  6.07911e-04 
  1.01050e-01  6.77634e-02  5.90677e-04 
  1.02301e-01  6.36976e-02  5.72534e-04 
  1.03551e-01  5.90139e-02  5.53699e-04 
  1.04802e-01  5.49202e-02  5.34386e-04 
  1.06053e-01  4.94346e-02  5.14804e-04 
  1.07303e-01  4.73205e-02  4.95156e-04 
  1.08554e-01  4.26390e-02  4.75638e-04 
