# q                 I(q)             
  2.00180e-01       2.56766e-03      
  2.01306e-01       2.35901e-03      
  2.02431e-01       2.15773e-03      
  2.03556e-01       1.96438e-03      
  2.04682e-01       1.77945e-03      
  2.05807e-01       1.60339e-03      
  2.06932e-01       1.43656e-03      
  2.08058e-01       1.27927e-03      
  2.09183e-01       1.13179e-03      
  2.10308e-01       9.94303e-04      
  2.11434e-01       8.66950e-04      
  2.12559e-01       7.49812e-04      
  2.13684e-01       6.42918e-04      
  2.14810e-01       5.46244e-04      
  2.15935e-01       4.59715e-04      
  2.17060e-01       3.83211e-04      
  2.18185e-01       3.16565e-04      
  2.19311e-01       2.59568e-04      
  2.20436e-01       2.11970e-04      
  2.21561e-01       1.73485e-04      
  2.22687e-01       1.43793e-04      
  2.23812e-01       1.22543e-04      
  2.24937e-01       1.09354e-04      
  2.26063e-01       1.03821e-04      
  2.27188e-01       1.05517e-04      
  2.28313e-01       1.13995e-04      
  2.29439e-01       1.28793e-04      
  2.30564e-01       1.49434e-04      
  2.31689e-01       1.75433e-04      
  2.32815e-01       2.06295e-04      
  2.33940e-01       2.41523e-04      
  2.35065e-01       2.80617e-04      
  2.36190e-01       3.23078e-04      
  2.37316e-01       3.68411e-04      
  2.38441e-01       4.16125e-04      
  2.39566e-01       4.65740e-04      
  2.40692e-01       5.16784e-04      
  2.41817e-01       5.68798e-04      
  2.42942e-01       6.21339e-04      
  2.44068e-01       6.73977e-04      
  2.45193e-01       7.26304e-04      
  2.46318e-01       7.77927e-04      
  2.47444e-01       8.28477e-04      
  2.48569e-01       8.77605e-04      
  2.49694e-01       9.24984e-04      
  2.50820e-01       9.70315e-04      
  2.51945e-01       1.01332e-03      
  2.53070e-01       1.05374e-03      
  2.54195e-01       1.09136e-03      
  2.55321e-01       1.12597e-03      
  2.56446e-01       1.15739e-03      
  2.57571e-01       1.18548e-03      
  2.58697e-01       1.21012e-03      
  2.59822e-01       1.23120e-03      
  2.60947e-01       1.24865e-03      
  2.62073e-01       1.26243e-03      
  2.63198e-01       1.27250e-03      
  2.64323e-01       1.27887e-03      
  2.65449e-01       1.28156e-03      
  2.66574e-01       1.28061e-03      
  2.67699e-01       1.27608e-03      
  2.68825e-01       1.26805e-03      
  2.69950e-01       1.25663e-03      
  2.71075e-01       1.24194e-03      
  2.72201e-01       1.22410e-03      
  2.73326e-01       1.20326e-03      
  2.74451e-01       1.17959e-03      
  2.75576e-01       1.15326e-03      
  2.76702e-01       1.12445e-03      
  2.77827e-01       1.09336e-03      
  2.78952e-01       1.06018e-03      
