  8.867396e-04   0.000000e+00   0.000000e+00   0.000000e+00
  2.592333e-03   0.000000e+00   0.000000e+00   0.000000e+00
  4.297926e-03   0.000000e+00   0.000000e+00   0.000000e+00
  6.003519e-03   0.000000e+00   0.000000e+00   0.000000e+00
  7.709112e-03   0.000000e+00   0.000000e+00   0.000000e+00
  9.414705e-03   0.000000e+00   0.000000e+00   0.000000e+00
  1.112030e-02   0.000000e+00   0.000000e+00   0.000000e+00
  1.282589e-02   2.555172e-02   3.414492e-03   0.000000e+00
  1.453148e-02   2.205366e-02   1.295036e-03   0.000000e+00
  1.623708e-02   1.701674e-02   9.557553e-04   0.000000e+00
  1.794267e-02   1.357911e-02   7.040439e-04   0.000000e+00
  1.964826e-02   1.144130e-02   5.582781e-04   0.000000e+00
  2.135386e-02   9.966394e-03   4.892310e-04   0.000000e+00
  2.305945e-02   7.449295e-03   3.976139e-04   0.000000e+00
  2.476504e-02   6.872655e-03   3.935271e-04   0.000000e+00
  2.647064e-02   6.955535e-03   3.381897e-04   0.000000e+00
  2.817623e-02   6.232955e-03   3.478896e-04   0.000000e+00
  2.988182e-02   5.262784e-03   2.829290e-04   0.000000e+00
  3.158742e-02   5.139548e-03   2.868616e-04   0.000000e+00
  3.329301e-02   4.759765e-03   2.585149e-04   0.000000e+00
  3.499860e-02   4.295625e-03   2.428031e-04   0.000000e+00
  3.670419e-02   4.589748e-03   2.463906e-04   0.000000e+00
  3.840979e-02   4.103682e-03   2.338290e-04   0.000000e+00
  4.011538e-02   3.607518e-03   1.973946e-04   0.000000e+00
  4.182097e-02   3.676298e-03   2.166279e-04   0.000000e+00
  4.352657e-02   3.571451e-03   1.882320e-04   0.000000e+00
  4.523216e-02   3.730233e-03   2.056544e-04   0.000000e+00
  4.693775e-02   3.956861e-03   2.008792e-04   0.000000e+00
  4.864335e-02   3.385291e-03   1.703325e-04   0.000000e+00
  5.034894e-02   3.424020e-03   1.799625e-04   0.000000e+00
  5.205453e-02   3.379594e-03   1.778734e-04   0.000000e+00
  5.376013e-02   3.295513e-03   1.613820e-04   0.000000e+00
  5.546572e-02   3.854051e-03   1.885078e-04   0.000000e+00
  5.717131e-02   3.085680e-03   1.486320e-04   0.000000e+00
  5.887691e-02   3.642921e-03   1.750676e-04   0.000000e+00
  6.058250e-02   3.378327e-03   1.623520e-04   0.000000e+00
  6.228809e-02   3.236206e-03   1.522183e-04   0.000000e+00
  6.399368e-02   3.362090e-03   1.579648e-04   0.000000e+00
  6.569928e-02   3.289138e-03   1.485881e-04   0.000000e+00
  6.740487e-02   3.559332e-03   1.590192e-04   0.000000e+00
  6.911046e-02   3.397614e-03   1.507448e-04   0.000000e+00
  7.081606e-02   3.509901e-03   1.504858e-04   0.000000e+00
  7.252165e-02   3.459392e-03   1.465792e-04   0.000000e+00
  7.422724e-02   3.452381e-03   1.423738e-04   0.000000e+00
  7.593284e-02   3.628066e-03   1.476239e-04   0.000000e+00
  7.763843e-02   3.578910e-03   1.420247e-04   0.000000e+00
  7.934402e-02   3.709513e-03   1.457234e-04   0.000000e+00
  8.104962e-02   3.886638e-03   1.527995e-04   0.000000e+00
  8.275521e-02   3.797718e-03   1.403677e-04   0.000000e+00
  8.446080e-02   4.008752e-03   1.505518e-04   0.000000e+00
  8.616639e-02   4.074881e-03   1.439789e-04   0.000000e+00
  8.787199e-02   4.060410e-03   1.485626e-04   0.000000e+00
  8.957758e-02   4.264962e-03   1.456883e-04   0.000000e+00
  9.128317e-02   4.979007e-03   1.578451e-04   0.000000e+00
  9.298877e-02   5.363194e-03   1.647292e-04   0.000000e+00
  9.469436e-02   6.902238e-03   1.954595e-04   0.000000e+00
  9.639995e-02   9.928996e-03   2.181802e-04   0.000000e+00
  9.810555e-02   1.509732e-02   2.864916e-04   0.000000e+00
  9.981114e-02   2.023769e-02   3.165232e-04   0.000000e+00
  1.015167e-01   2.273590e-02   3.536975e-04   0.000000e+00
  1.032223e-01   2.064838e-02   3.192963e-04   0.000000e+00
  1.049279e-01   1.579310e-02   2.875278e-04   0.000000e+00
  1.066335e-01   1.046040e-02   2.278852e-04   0.000000e+00
  1.083391e-01   7.726822e-03   2.049764e-04   0.000000e+00
  1.100447e-01   6.392268e-03   1.808730e-04   0.000000e+00
  1.117503e-01   5.702163e-03   1.710735e-04   0.000000e+00
  1.134559e-01   5.098766e-03   1.572017e-04   0.000000e+00
  1.151615e-01   4.886106e-03   1.564005e-04   0.000000e+00
  1.168671e-01   4.777705e-03   1.534029e-04   0.000000e+00
  1.185727e-01   4.488651e-03   1.497049e-04   0.000000e+00
  1.202783e-01   4.192983e-03   1.365423e-04   0.000000e+00
  1.219839e-01   4.354595e-03   1.464609e-04   0.000000e+00
  1.236894e-01   4.395108e-03   1.467484e-04   0.000000e+00
  1.253950e-01   4.197906e-03   1.366302e-04   0.000000e+00
  1.271006e-01   4.233872e-03   1.367189e-04   0.000000e+00
  1.288062e-01   4.180247e-03   1.308886e-04   0.000000e+00
  1.305118e-01   4.010418e-03   1.301152e-04   0.000000e+00
  1.322174e-01   4.051957e-03   1.273093e-04   0.000000e+00
  1.339230e-01   3.746337e-03   1.212286e-04   0.000000e+00
  1.356286e-01   3.987251e-03   1.238779e-04   0.000000e+00
  1.373342e-01   3.881069e-03   1.226076e-04   0.000000e+00
  1.390398e-01   3.961893e-03   1.200023e-04   0.000000e+00
  1.407454e-01   3.743436e-03   1.187944e-04   0.000000e+00
  1.424510e-01   3.911616e-03   1.168297e-04   0.000000e+00
  1.441566e-01   3.749852e-03   1.135277e-04   0.000000e+00
  1.458622e-01   3.999663e-03   1.153163e-04   0.000000e+00
  1.475677e-01   3.803675e-03   1.151045e-04   0.000000e+00
  1.492733e-01   4.015278e-03   1.158628e-04   0.000000e+00
  1.509789e-01   3.769623e-03   1.097845e-04   0.000000e+00
  1.526845e-01   3.750159e-03   1.111677e-04   0.000000e+00
  1.543901e-01   3.925483e-03   1.138419e-04   0.000000e+00
  1.560957e-01   3.623901e-03   1.063556e-04   0.000000e+00
  1.578013e-01   3.768041e-03   1.086382e-04   0.000000e+00
  1.595069e-01   3.723156e-03   1.069890e-04   0.000000e+00
  1.612125e-01   3.687063e-03   1.076543e-04   0.000000e+00
  1.629181e-01   3.683188e-03   1.056226e-04   0.000000e+00
  1.646237e-01   3.613705e-03   1.046243e-04   0.000000e+00
  1.663293e-01   3.763478e-03   1.029257e-04   0.000000e+00
  1.680349e-01   3.620703e-03   1.001893e-04   0.000000e+00
