# q                 I(q)             
  4.12456e-01       1.13801e-04      
  4.13707e-01       1.21365e-04      
  4.14957e-01       1.29392e-04      
  4.16208e-01       1.37830e-04      
  4.17459e-01       1.46627e-04      
  4.18709e-01       1.55726e-04      
  4.19960e-01       1.65068e-04      
  4.21211e-01       1.74591e-04      
  4.22461e-01       1.84235e-04      
  4.23712e-01       1.93934e-04      
  4.24962e-01       2.03627e-04      
  4.26213e-01       2.13251e-04      
  4.27464e-01       2.22744e-04      
  4.28714e-01       2.32046e-04      
  4.29965e-01       2.41098e-04      
  4.31216e-01       2.49844e-04      
  4.32466e-01       2.58232e-04      
  4.33717e-01       2.66213e-04      
  4.34967e-01       2.73739e-04      
  4.36218e-01       2.80770e-04      
  4.37469e-01       2.87267e-04      
  4.38719e-01       2.93197e-04      
  4.39970e-01       2.98531e-04      
  4.41221e-01       3.03245e-04      
  4.42471e-01       3.07319e-04      
  4.43722e-01       3.10739e-04      
  4.44972e-01       3.13495e-04      
  4.46223e-01       3.15582e-04      
  4.47474e-01       3.16998e-04      
  4.48724e-01       3.17749e-04      
  4.49975e-01       3.17841e-04      
  4.51226e-01       3.17288e-04      
  4.52476e-01       3.16105e-04      
  4.53727e-01       3.14313e-04      
  4.54977e-01       3.11934e-04      
  4.56228e-01       3.08995e-04      
  4.57479e-01       3.05525e-04      
  4.58729e-01       3.01557e-04      
  4.59980e-01       2.97123e-04      
  4.61231e-01       2.92261e-04      
  4.62481e-01       2.87007e-04      
  4.63732e-01       2.81402e-04      
  4.64982e-01       2.75485e-04      
  4.66233e-01       2.69297e-04      
  4.67484e-01       2.62880e-04      
  4.68734e-01       2.56276e-04      
  4.69985e-01       2.49526e-04      
  4.71236e-01       2.42671e-04      
  4.72486e-01       2.35754e-04      
  4.73737e-01       2.28813e-04      
  4.74987e-01       2.21888e-04      
  4.76238e-01       2.15017e-04      
  4.77489e-01       2.08237e-04      
  4.78739e-01       2.01583e-04      
  4.79990e-01       1.95088e-04      
  4.81241e-01       1.88784e-04      
  4.82491e-01       1.82700e-04      
  4.83742e-01       1.76863e-04      
  4.84992e-01       1.71299e-04      
  4.86243e-01       1.66030e-04      
  4.87494e-01       1.61076e-04      
  4.88744e-01       1.56455e-04      
  4.89995e-01       1.52182e-04      
  4.91246e-01       1.48268e-04      
  4.92496e-01       1.44725e-04      
  4.93747e-01       1.41557e-04      
  4.94997e-01       1.38771e-04      
  4.96248e-01       1.36365e-04      
  4.97499e-01       1.34340e-04      
  4.98749e-01       1.32691e-04      
  5.00000e-01       1.31412e-04      
