# q                 I(q)             
  1.33639e-01       1.45758e-01      
  1.34388e-01       1.44178e-01      
  1.35138e-01       1.42618e-01      
  1.35887e-01       1.41075e-01      
  1.36637e-01       1.39552e-01      
  1.37386e-01       1.38046e-01      
  1.38135e-01       1.36559e-01      
  1.38885e-01       1.35089e-01      
  1.39634e-01       1.33637e-01      
  1.40383e-01       1.32202e-01      
  1.41133e-01       1.30785e-01      
  1.41882e-01       1.29384e-01      
  1.42632e-01       1.28000e-01      
  1.43381e-01       1.26633e-01      
  1.44130e-01       1.25281e-01      
  1.44880e-01       1.23945e-01      
  1.45629e-01       1.22625e-01      
  1.46378e-01       1.21320e-01      
  1.47128e-01       1.20029e-01      
  1.47877e-01       1.18754e-01      
  1.48627e-01       1.17492e-01      
  1.49376e-01       1.16244e-01      
  1.50125e-01       1.15009e-01      
  1.50875e-01       1.13788e-01      
  1.51624e-01       1.12579e-01      
  1.52373e-01       1.11383e-01      
  1.53123e-01       1.10199e-01      
  1.53872e-01       1.09027e-01      
  1.54622e-01       1.07866e-01      
  1.55371e-01       1.06716e-01      
  1.56120e-01       1.05578e-01      
  1.56870e-01       1.04450e-01      
  1.57619e-01       1.03332e-01      
  1.58368e-01       1.02224e-01      
  1.59118e-01       1.01126e-01      
  1.59867e-01       1.00038e-01      
  1.60617e-01       9.89589e-02      
  1.61366e-01       9.78890e-02      
  1.62115e-01       9.68280e-02      
  1.62865e-01       9.57756e-02      
  1.63614e-01       9.47318e-02      
  1.64363e-01       9.36962e-02      
  1.65113e-01       9.26689e-02      
  1.65862e-01       9.16496e-02      
  1.66612e-01       9.06383e-02      
  1.67361e-01       8.96347e-02      
  1.68110e-01       8.86389e-02      
  1.68860e-01       8.76506e-02      
  1.69609e-01       8.66699e-02      
  1.70358e-01       8.56967e-02      
  1.71108e-01       8.47310e-02      
  1.71857e-01       8.37726e-02      
  1.72607e-01       8.28216e-02      
  1.73356e-01       8.18779e-02      
  1.74105e-01       8.09416e-02      
  1.74855e-01       8.00126e-02      
  1.75604e-01       7.90910e-02      
  1.76353e-01       7.81767e-02      
  1.77103e-01       7.72698e-02      
  1.77852e-01       7.63704e-02      
  1.78602e-01       7.54784e-02      
  1.79351e-01       7.45940e-02      
  1.80100e-01       7.37171e-02      
  1.80850e-01       7.28478e-02      
  1.81599e-01       7.19861e-02      
  1.82348e-01       7.11321e-02      
  1.83098e-01       7.02859e-02      
  1.83847e-01       6.94476e-02      
  1.84596e-01       6.86170e-02      
  1.85346e-01       6.77944e-02      
  1.86095e-01       6.69798e-02      
  1.86845e-01       6.61732e-02      
  1.87594e-01       6.53746e-02      
  1.88343e-01       6.45842e-02      
  1.89093e-01       6.38019e-02      
  1.89842e-01       6.30278e-02      
  1.90591e-01       6.22619e-02      
  1.91341e-01       6.15042e-02      
  1.92090e-01       6.07547e-02      
  1.92840e-01       6.00135e-02      
  1.93589e-01       5.92806e-02      
  1.94338e-01       5.85559e-02      
  1.95088e-01       5.78395e-02      
  1.95837e-01       5.71313e-02      
  1.96586e-01       5.64313e-02      
  1.97336e-01       5.57395e-02      
  1.98085e-01       5.50558e-02      
  1.98835e-01       5.43802e-02      
