# q                 I(q)             
  1.33639e-01       1.36659e-01      
  1.34388e-01       1.35295e-01      
  1.35138e-01       1.33945e-01      
  1.35887e-01       1.32609e-01      
  1.36637e-01       1.31286e-01      
  1.37386e-01       1.29976e-01      
  1.38135e-01       1.28680e-01      
  1.38885e-01       1.27396e-01      
  1.39634e-01       1.26125e-01      
  1.40383e-01       1.24867e-01      
  1.41133e-01       1.23621e-01      
  1.41882e-01       1.22388e-01      
  1.42632e-01       1.21166e-01      
  1.43381e-01       1.19956e-01      
  1.44130e-01       1.18758e-01      
  1.44880e-01       1.17571e-01      
  1.45629e-01       1.16396e-01      
  1.46378e-01       1.15232e-01      
  1.47128e-01       1.14079e-01      
  1.47877e-01       1.12938e-01      
  1.48627e-01       1.11807e-01      
  1.49376e-01       1.10687e-01      
  1.50125e-01       1.09577e-01      
  1.50875e-01       1.08478e-01      
  1.51624e-01       1.07390e-01      
  1.52373e-01       1.06311e-01      
  1.53123e-01       1.05243e-01      
  1.53872e-01       1.04186e-01      
  1.54622e-01       1.03138e-01      
  1.55371e-01       1.02100e-01      
  1.56120e-01       1.01071e-01      
  1.56870e-01       1.00053e-01      
  1.57619e-01       9.90440e-02      
  1.58368e-01       9.80446e-02      
  1.59118e-01       9.70545e-02      
  1.59867e-01       9.60738e-02      
  1.60617e-01       9.51024e-02      
  1.61366e-01       9.41400e-02      
  1.62115e-01       9.31867e-02      
  1.62865e-01       9.22423e-02      
  1.63614e-01       9.13068e-02      
  1.64363e-01       9.03800e-02      
  1.65113e-01       8.94619e-02      
  1.65862e-01       8.85523e-02      
  1.66612e-01       8.76513e-02      
  1.67361e-01       8.67586e-02      
  1.68110e-01       8.58742e-02      
  1.68860e-01       8.49981e-02      
  1.69609e-01       8.41301e-02      
  1.70358e-01       8.32701e-02      
  1.71108e-01       8.24181e-02      
  1.71857e-01       8.15740e-02      
  1.72607e-01       8.07376e-02      
  1.73356e-01       7.99090e-02      
  1.74105e-01       7.90880e-02      
  1.74855e-01       7.82745e-02      
  1.75604e-01       7.74685e-02      
  1.76353e-01       7.66699e-02      
  1.77103e-01       7.58786e-02      
  1.77852e-01       7.50945e-02      
  1.78602e-01       7.43176e-02      
  1.79351e-01       7.35478e-02      
  1.80100e-01       7.27850e-02      
  1.80850e-01       7.20292e-02      
  1.81599e-01       7.12803e-02      
  1.82348e-01       7.05382e-02      
  1.83098e-01       6.98028e-02      
  1.83847e-01       6.90741e-02      
  1.84596e-01       6.83521e-02      
  1.85346e-01       6.76366e-02      
  1.86095e-01       6.69276e-02      
  1.86845e-01       6.62251e-02      
  1.87594e-01       6.55290e-02      
  1.88343e-01       6.48392e-02      
  1.89093e-01       6.41557e-02      
  1.89842e-01       6.34785e-02      
  1.90591e-01       6.28074e-02      
  1.91341e-01       6.21424e-02      
  1.92090e-01       6.14836e-02      
  1.92840e-01       6.08307e-02      
  1.93589e-01       6.01838e-02      
  1.94338e-01       5.95428e-02      
  1.95088e-01       5.89078e-02      
  1.95837e-01       5.82785e-02      
  1.96586e-01       5.76550e-02      
  1.97336e-01       5.70373e-02      
  1.98085e-01       5.64252e-02      
