# q                 I(q)             
  1.33639e-01       1.42243e-01      
  1.34388e-01       1.40691e-01      
  1.35138e-01       1.39158e-01      
  1.35887e-01       1.37644e-01      
  1.36637e-01       1.36150e-01      
  1.37386e-01       1.34675e-01      
  1.38135e-01       1.33218e-01      
  1.38885e-01       1.31781e-01      
  1.39634e-01       1.30361e-01      
  1.40383e-01       1.28960e-01      
  1.41133e-01       1.27576e-01      
  1.41882e-01       1.26209e-01      
  1.42632e-01       1.24860e-01      
  1.43381e-01       1.23528e-01      
  1.44130e-01       1.22211e-01      
  1.44880e-01       1.20911e-01      
  1.45629e-01       1.19626e-01      
  1.46378e-01       1.18357e-01      
  1.47128e-01       1.17102e-01      
  1.47877e-01       1.15862e-01      
  1.48627e-01       1.14636e-01      
  1.49376e-01       1.13424e-01      
  1.50125e-01       1.12225e-01      
  1.50875e-01       1.11039e-01      
  1.51624e-01       1.09866e-01      
  1.52373e-01       1.08704e-01      
  1.53123e-01       1.07555e-01      
  1.53872e-01       1.06417e-01      
  1.54622e-01       1.05289e-01      
  1.55371e-01       1.04173e-01      
  1.56120e-01       1.03067e-01      
  1.56870e-01       1.01971e-01      
  1.57619e-01       1.00885e-01      
  1.58368e-01       9.98083e-02      
  1.59118e-01       9.87408e-02      
  1.59867e-01       9.76821e-02      
  1.60617e-01       9.66321e-02      
  1.61366e-01       9.55905e-02      
  1.62115e-01       9.45570e-02      
  1.62865e-01       9.35314e-02      
  1.63614e-01       9.25137e-02      
  1.64363e-01       9.15035e-02      
  1.65113e-01       9.05006e-02      
  1.65862e-01       8.95051e-02      
  1.66612e-01       8.85167e-02      
  1.67361e-01       8.75352e-02      
  1.68110e-01       8.65607e-02      
  1.68860e-01       8.55930e-02      
  1.69609e-01       8.46320e-02      
  1.70358e-01       8.36777e-02      
  1.71108e-01       8.27300e-02      
  1.71857e-01       8.17889e-02      
  1.72607e-01       8.08544e-02      
  1.73356e-01       7.99264e-02      
  1.74105e-01       7.90050e-02      
  1.74855e-01       7.80901e-02      
  1.75604e-01       7.71818e-02      
  1.76353e-01       7.62802e-02      
  1.77103e-01       7.53851e-02      
  1.77852e-01       7.44968e-02      
  1.78602e-01       7.36151e-02      
  1.79351e-01       7.27403e-02      
  1.80100e-01       7.18723e-02      
  1.80850e-01       7.10112e-02      
  1.81599e-01       7.01570e-02      
  1.82348e-01       6.93099e-02      
  1.83098e-01       6.84698e-02      
  1.83847e-01       6.76369e-02      
  1.84596e-01       6.68112e-02      
  1.85346e-01       6.59928e-02      
  1.86095e-01       6.51817e-02      
  1.86845e-01       6.43781e-02      
  1.87594e-01       6.35819e-02      
  1.88343e-01       6.27932e-02      
  1.89093e-01       6.20121e-02      
  1.89842e-01       6.12386e-02      
  1.90591e-01       6.04727e-02      
