# q                 I(q)             
  1.33639e-01       2.63508e-02      
  1.34388e-01       2.57754e-02      
  1.35138e-01       2.52134e-02      
  1.35887e-01       2.46648e-02      
  1.36637e-01       2.41298e-02      
  1.37386e-01       2.36085e-02      
  1.38135e-01       2.31010e-02      
  1.38885e-01       2.26073e-02      
  1.39634e-01       2.21274e-02      
  1.40383e-01       2.16612e-02      
  1.41133e-01       2.12087e-02      
  1.41882e-01       2.07697e-02      
  1.42632e-01       2.03442e-02      
  1.43381e-01       1.99319e-02      
  1.44130e-01       1.95327e-02      
  1.44880e-01       1.91464e-02      
  1.45629e-01       1.87726e-02      
  1.46378e-01       1.84111e-02      
  1.47128e-01       1.80615e-02      
  1.47877e-01       1.77237e-02      
  1.48627e-01       1.73972e-02      
  1.49376e-01       1.70816e-02      
  1.50125e-01       1.67766e-02      
  1.50875e-01       1.64818e-02      
  1.51624e-01       1.61968e-02      
  1.52373e-01       1.59211e-02      
  1.53123e-01       1.56544e-02      
  1.53872e-01       1.53962e-02      
  1.54622e-01       1.51461e-02      
  1.55371e-01       1.49037e-02      
  1.56120e-01       1.46684e-02      
  1.56870e-01       1.44400e-02      
  1.57619e-01       1.42179e-02      
  1.58368e-01       1.40017e-02      
  1.59118e-01       1.37910e-02      
  1.59867e-01       1.35855e-02      
  1.60617e-01       1.33846e-02      
  1.61366e-01       1.31880e-02      
  1.62115e-01       1.29954e-02      
  1.62865e-01       1.28063e-02      
  1.63614e-01       1.26205e-02      
  1.64363e-01       1.24375e-02      
  1.65113e-01       1.22571e-02      
  1.65862e-01       1.20790e-02      
  1.66612e-01       1.19029e-02      
  1.67361e-01       1.17284e-02      
  1.68110e-01       1.15555e-02      
  1.68860e-01       1.13838e-02      
  1.69609e-01       1.12132e-02      
  1.70358e-01       1.10434e-02      
  1.71108e-01       1.08743e-02      
  1.71857e-01       1.07058e-02      
  1.72607e-01       1.05377e-02      
  1.73356e-01       1.03699e-02      
  1.74105e-01       1.02024e-02      
  1.74855e-01       1.00350e-02      
  1.75604e-01       9.86769e-03      
  1.76353e-01       9.70049e-03      
  1.77103e-01       9.53336e-03      
  1.77852e-01       9.36629e-03      
  1.78602e-01       9.19930e-03      
  1.79351e-01       9.03242e-03      
  1.80100e-01       8.86570e-03      
  1.80850e-01       8.69919e-03      
  1.81599e-01       8.53296e-03      
  1.82348e-01       8.36710e-03      
  1.83098e-01       8.20170e-03      
  1.83847e-01       8.03685e-03      
  1.84596e-01       7.87267e-03      
  1.85346e-01       7.70927e-03      
