No  scale pct2_054.dat pct2_054.dat                                             
  0.253481E+01  0.451694E+02  0.369348E+01
  0.253700E+01  0.446250E+02  0.368125E+01
  0.253919E+01  0.432194E+02  0.369021E+01
  0.254138E+01  0.426944E+02  0.367451E+01
  0.254357E+01  0.431944E+02  0.369698E+01
  0.254576E+01  0.441278E+02  0.367735E+01
  0.254795E+01  0.433361E+02  0.367095E+01
  0.255014E+01  0.430139E+02  0.368325E+01
  0.255234E+01  0.418472E+02  0.367224E+01
  0.255453E+01  0.433000E+02  0.369330E+01
  0.255672E+01  0.449694E+02  0.366620E+01
  0.255891E+01  0.440250E+02  0.368544E+01
  0.256110E+01  0.410361E+02  0.367898E+01
  0.256329E+01  0.411167E+02  0.366010E+01
  0.256548E+01  0.417444E+02  0.368397E+01
  0.256767E+01  0.422722E+02  0.365973E+01
  0.256986E+01  0.416111E+02  0.368904E+01
  0.257205E+01  0.424667E+02  0.367274E+01
  0.257424E+01  0.435528E+02  0.365843E+01
  0.257643E+01  0.419639E+02  0.368381E+01
  0.257862E+01  0.417361E+02  0.364551E+01
  0.258081E+01  0.415056E+02  0.369224E+01
  0.258300E+01  0.405028E+02  0.365255E+01
  0.258519E+01  0.393444E+02  0.366591E+01
  0.258738E+01  0.417389E+02  0.367825E+01
  0.258957E+01  0.427167E+02  0.364480E+01
  0.259176E+01  0.421639E+02  0.367840E+01
  0.259395E+01  0.422278E+02  0.363987E+01
  0.259614E+01  0.418000E+02  0.367233E+01
  0.259833E+01  0.389167E+02  0.367234E+01
  0.260052E+01  0.382222E+02  0.364536E+01
  0.260271E+01  0.389167E+02  0.367693E+01
  0.260490E+01  0.401500E+02  0.364459E+01
  0.260710E+01  0.416083E+02  0.367291E+01
  0.260929E+01  0.396472E+02  0.367460E+01
  0.261148E+01  0.392722E+02  0.363823E+01
  0.261367E+01  0.389444E+02  0.367168E+01
  0.261586E+01  0.401917E+02  0.364094E+01
  0.261805E+01  0.408528E+02  0.366656E+01
  0.262024E+01  0.398889E+02  0.364821E+01
  0.262243E+01  0.379139E+02  0.364494E+01
  0.262462E+01  0.403472E+02  0.366627E+01
  0.262681E+01  0.393472E+02  0.364927E+01
  0.262900E+01  0.382417E+02  0.366471E+01
  0.263119E+01  0.390222E+02  0.363560E+01
  0.263338E+01  0.415556E+02  0.365248E+01
  0.263557E+01  0.399111E+02  0.365799E+01
  0.263776E+01  0.381083E+02  0.364239E+01
  0.263995E+01  0.405000E+02  0.365794E+01
  0.264214E+01  0.381028E+02  0.362532E+01
  0.264433E+01  0.387056E+02  0.365247E+01
  0.264652E+01  0.381639E+02  0.364524E+01
  0.264871E+01  0.387611E+02  0.364047E+01
  0.265090E+01  0.392611E+02  0.364625E+01
  0.265309E+01  0.393750E+02  0.364504E+01
  0.265528E+01  0.403944E+02  0.365242E+01
  0.265747E+01  0.396056E+02  0.362876E+01
  0.265966E+01  0.389083E+02  0.363531E+01
  0.266186E+01  0.376083E+02  0.364334E+01
  0.266405E+01  0.385306E+02  0.364580E+01
  0.266624E+01  0.392139E+02  0.364592E+01
  0.266843E+01  0.397250E+02  0.362071E+01
  0.267062E+01  0.365500E+02  0.364586E+01
  0.267281E+01  0.409278E+02  0.363720E+01
  0.267500E+01  0.426500E+02  0.362640E+01
  0.267719E+01  0.389611E+02  0.363852E+01
  0.267938E+01  0.388250E+02  0.362471E+01
  0.268157E+01  0.374694E+02  0.364690E+01
  0.268376E+01  0.385694E+02  0.362277E+01
  0.268595E+01  0.383722E+02  0.362982E+01
  0.268814E+01  0.403333E+02  0.363403E+01
  0.269033E+01  0.424556E+02  0.362312E+01
  0.269252E+01  0.397250E+02  0.365173E+01
  0.269471E+01  0.388278E+02  0.360514E+01
  0.269690E+01  0.400917E+02  0.363837E+01
  0.269909E+01  0.390694E+02  0.363255E+01
  0.270128E+01  0.383389E+02  0.362854E+01
  0.270347E+01  0.390278E+02  0.363884E+01
  0.270566E+01  0.382667E+02  0.360509E+01
  0.270785E+01  0.378611E+02  0.364093E+01
  0.271004E+01  0.396917E+02  0.361800E+01
  0.271223E+01  0.394806E+02  0.362686E+01
  0.271443E+01  0.385944E+02  0.362476E+01
  0.271662E+01  0.379083E+02  0.361558E+01
  0.271881E+01  0.402556E+02  0.364809E+01
  0.272100E+01  0.415472E+02  0.359696E+01
  0.272319E+01  0.400639E+02  0.361805E+01
  0.272538E+01  0.370194E+02  0.361532E+01
  0.272757E+01  0.370139E+02  0.361968E+01
  0.272976E+01  0.383389E+02  0.364865E+01
  0.273195E+01  0.368167E+02  0.359476E+01
  0.273414E+01  0.387667E+02  0.362488E+01
  0.273633E+01  0.414556E+02  0.361875E+01
  0.273852E+01  0.386278E+02  0.362480E+01
  0.274071E+01  0.403139E+02  0.362242E+01
  0.274290E+01  0.387750E+02  0.360533E+01
  0.274509E+01  0.385306E+02  0.362320E+01
  0.274728E+01  0.395333E+02  0.360975E+01
  0.274947E+01  0.382250E+02  0.361418E+01
  0.275166E+01  0.374222E+02  0.361826E+01
  0.275385E+01  0.388611E+02  0.360279E+01
  0.275604E+01  0.379500E+02  0.362535E+01
  0.275823E+01  0.396139E+02  0.359668E+01
  0.276042E+01  0.388583E+02  0.360700E+01
  0.276261E+01  0.374889E+02  0.361006E+01
  0.276480E+01  0.400722E+02  0.360149E+01
  0.276699E+01  0.375389E+02  0.362019E+01
  0.276919E+01  0.380611E+02  0.359615E+01
  0.277138E+01  0.371833E+02  0.361052E+01
  0.277357E+01  0.376917E+02  0.360224E+01
  0.277576E+01  0.398556E+02  0.361266E+01
  0.277795E+01  0.393667E+02  0.360294E+01
  0.278014E+01  0.384222E+02  0.358474E+01
  0.278233E+01  0.383528E+02  0.361798E+01
  0.278452E+01  0.359694E+02  0.359709E+01
  0.278671E+01  0.376028E+02  0.361106E+01
  0.278890E+01  0.377667E+02  0.360044E+01
  0.279109E+01  0.389500E+02  0.358962E+01
  0.279328E+01  0.382972E+02  0.361932E+01
  0.279547E+01  0.376861E+02  0.357965E+01
  0.279766E+01  0.373250E+02  0.360983E+01
  0.279985E+01  0.391139E+02  0.358890E+01
  0.280204E+01  0.402972E+02  0.359717E+01
  0.280423E+01  0.395583E+02  0.360674E+01
  0.280642E+01  0.380806E+02  0.357817E+01
  0.280861E+01  0.381444E+02  0.360627E+01
  0.281080E+01  0.367806E+02  0.358687E+01
  0.281299E+01  0.394694E+02  0.361530E+01
  0.281518E+01  0.401833E+02  0.359706E+01
  0.281737E+01  0.401778E+02  0.357612E+01
  0.281956E+01  0.401306E+02  0.361456E+01
  0.282175E+01  0.395972E+02  0.357606E+01
  0.282395E+01  0.378250E+02  0.360289E+01
  0.282614E+01  0.396389E+02  0.358211E+01
  0.282833E+01  0.390694E+02  0.358048E+01
  0.283052E+01  0.362250E+02  0.359765E+01
  0.283271E+01  0.354639E+02  0.357432E+01
  0.283490E+01  0.375417E+02  0.359291E+01
  0.283709E+01  0.396139E+02  0.357575E+01
  0.283928E+01  0.395583E+02  0.359200E+01
  0.284147E+01  0.385000E+02  0.359799E+01
  0.284366E+01  0.404278E+02  0.356616E+01
  0.284585E+01  0.392111E+02  0.360050E+01
  0.284804E+01  0.388861E+02  0.356876E+01
  0.285023E+01  0.388361E+02  0.359836E+01
  0.285242E+01  0.373222E+02  0.358672E+01
  0.285461E+01  0.384000E+02  0.357130E+01
  0.285680E+01  0.393278E+02  0.359379E+01
  0.285899E+01  0.392472E+02  0.357444E+01
  0.286118E+01  0.374000E+02  0.358762E+01
  0.286337E+01  0.378611E+02  0.357052E+01
  0.286556E+01  0.395028E+02  0.357650E+01
  0.286775E+01  0.392889E+02  0.358521E+01
  0.286994E+01  0.377361E+02  0.357350E+01
  0.287213E+01  0.367306E+02  0.357677E+01
  0.287432E+01  0.388167E+02  0.356460E+01
  0.287652E+01  0.373583E+02  0.358484E+01
  0.287871E+01  0.395861E+02  0.358146E+01
  0.288090E+01  0.385778E+02  0.356650E+01
  0.288309E+01  0.407111E+02  0.358108E+01
  0.288528E+01  0.390194E+02  0.356401E+01
  0.288747E+01  0.385806E+02  0.358816E+01
  0.288966E+01  0.387056E+02  0.356778E+01
  0.289185E+01  0.395528E+02  0.357190E+01
  0.289404E+01  0.401278E+02  0.358722E+01
  0.289623E+01  0.380333E+02  0.356298E+01
  0.289842E+01  0.410361E+02  0.358573E+01
  0.290061E+01  0.383639E+02  0.354603E+01
  0.290280E+01  0.385639E+02  0.357481E+01
  0.290499E+01  0.384861E+02  0.357671E+01
  0.290718E+01  0.386278E+02  0.355816E+01
  0.290937E+01  0.380611E+02  0.358683E+01
  0.291156E+01  0.391389E+02  0.354643E+01
  0.291375E+01  0.397111E+02  0.357877E+01
  0.291594E+01  0.385417E+02  0.357357E+01
  0.291813E+01  0.388917E+02  0.355556E+01
  0.292032E+01  0.378889E+02  0.357946E+01
  0.292251E+01  0.374639E+02  0.355145E+01
  0.292470E+01  0.395750E+02  0.358118E+01
  0.292689E+01  0.409917E+02  0.355173E+01
  0.292908E+01  0.392944E+02  0.356834E+01
  0.293128E+01  0.384944E+02  0.357640E+01
  0.293347E+01  0.408222E+02  0.355382E+01
  0.293566E+01  0.388583E+02  0.357285E+01
  0.293785E+01  0.383028E+02  0.355146E+01
  0.294004E+01  0.357111E+02  0.356521E+01
  0.294223E+01  0.387500E+02  0.357869E+01
  0.294442E+01  0.389472E+02  0.355054E+01
  0.294661E+01  0.395694E+02  0.358021E+01
  0.294880E+01  0.414278E+02  0.354610E+01
  0.295099E+01  0.414278E+02  0.357656E+01
  0.295318E+01  0.398583E+02  0.355533E+01
  0.295537E+01  0.393778E+02  0.355323E+01
  0.295756E+01  0.400306E+02  0.356458E+01
  0.295975E+01  0.394583E+02  0.355429E+01
  0.296194E+01  0.403472E+02  0.358216E+01
  0.296413E+01  0.389944E+02  0.354700E+01
  0.296632E+01  0.394694E+02  0.356030E+01
  0.296851E+01  0.398194E+02  0.357040E+01
  0.297070E+01  0.406944E+02  0.355586E+01
  0.297289E+01  0.384944E+02  0.357154E+01
  0.297508E+01  0.396472E+02  0.354582E+01
  0.297727E+01  0.380083E+02  0.357038E+01
  0.297946E+01  0.369222E+02  0.356538E+01
  0.298165E+01  0.384444E+02  0.355900E+01
  0.298385E+01  0.392972E+02  0.356128E+01
  0.298604E+01  0.395194E+02  0.354774E+01
  0.298823E+01  0.382528E+02  0.357805E+01
  0.299042E+01  0.380111E+02  0.354377E+01
  0.299261E+01  0.388444E+02  0.355224E+01
  0.299480E+01  0.390111E+02  0.355901E+01
  0.299699E+01  0.390028E+02  0.355040E+01
  0.299918E+01  0.377500E+02  0.357746E+01
  0.300137E+01  0.383083E+02  0.353858E+01
  0.300356E+01  0.391139E+02  0.355823E+01
  0.300575E+01  0.372639E+02  0.355643E+01
  0.300794E+01  0.378389E+02  0.354966E+01
  0.301013E+01  0.391611E+02  0.357214E+01
  0.301232E+01  0.389167E+02  0.353239E+01
  0.301451E+01  0.385472E+02  0.356849E+01
  0.301670E+01  0.386639E+02  0.355123E+01
  0.301889E+01  0.378833E+02  0.355768E+01
  0.302108E+01  0.387917E+02  0.355828E+01
  0.302327E+01  0.396000E+02  0.353998E+01
  0.302546E+01  0.402361E+02  0.357794E+01
  0.302765E+01  0.399083E+02  0.353660E+01
  0.302984E+01  0.409278E+02  0.355604E+01
  0.303203E+01  0.410472E+02  0.355113E+01
  0.303422E+01  0.405056E+02  0.354366E+01
  0.303641E+01  0.395500E+02  0.357293E+01
  0.303861E+01  0.373944E+02  0.351856E+01
  0.304080E+01  0.371667E+02  0.355539E+01
  0.304299E+01  0.372694E+02  0.355391E+01
  0.304518E+01  0.372472E+02  0.354992E+01
  0.304737E+01  0.376500E+02  0.355413E+01
  0.304956E+01  0.378917E+02  0.353279E+01
  0.305175E+01  0.389806E+02  0.356542E+01
  0.305394E+01  0.400361E+02  0.355604E+01
  0.305613E+01  0.412806E+02  0.355410E+01
  0.305832E+01  0.388306E+02  0.354373E+01
  0.306051E+01  0.403111E+02  0.353635E+01
  0.306270E+01  0.400056E+02  0.356017E+01
  0.306489E+01  0.378528E+02  0.353673E+01
  0.306708E+01  0.392389E+02  0.355173E+01
  0.306927E+01  0.392361E+02  0.355744E+01
  0.307146E+01  0.381806E+02  0.354772E+01
  0.307365E+01  0.379167E+02  0.356393E+01
  0.307584E+01  0.400056E+02  0.353242E+01
  0.307803E+01  0.399667E+02  0.355444E+01
  0.308022E+01  0.400806E+02  0.354108E+01
  0.308241E+01  0.392333E+02  0.355513E+01
  0.308460E+01  0.407389E+02  0.354661E+01
  0.308679E+01  0.392111E+02  0.352485E+01
  0.308898E+01  0.402083E+02  0.355282E+01
  0.309117E+01  0.398778E+02  0.353948E+01
  0.309337E+01  0.404806E+02  0.355569E+01
  0.309556E+01  0.399000E+02  0.353908E+01
  0.309775E+01  0.408361E+02  0.353896E+01
  0.309994E+01  0.395556E+02  0.356251E+01
  0.310213E+01  0.402778E+02  0.352261E+01
  0.310432E+01  0.394472E+02  0.354957E+01
  0.310651E+01  0.376139E+02  0.353721E+01
  0.310870E+01  0.385556E+02  0.354755E+01
  0.311089E+01  0.392417E+02  0.355216E+01
  0.311308E+01  0.386944E+02  0.352349E+01
  0.311527E+01  0.392194E+02  0.355244E+01
  0.311746E+01  0.381472E+02  0.352862E+01
  0.311965E+01  0.379694E+02  0.354952E+01
  0.312184E+01  0.382361E+02  0.354344E+01
  0.312403E+01  0.380250E+02  0.353216E+01
  0.312622E+01  0.410556E+02  0.355877E+01
  0.312841E+01  0.403167E+02  0.352809E+01
  0.313060E+01  0.407333E+02  0.354093E+01
  0.313279E+01  0.381250E+02  0.354032E+01
  0.313498E+01  0.390778E+02  0.352926E+01
  0.313717E+01  0.384139E+02  0.357066E+01
  0.313936E+01  0.370194E+02  0.352207E+01
  0.314155E+01  0.392250E+02  0.353529E+01
  0.314374E+01  0.395139E+02  0.352644E+01
  0.314594E+01  0.383972E+02  0.355283E+01
  0.314813E+01  0.383083E+02  0.354462E+01
  0.315032E+01  0.401444E+02  0.352066E+01
  0.315251E+01  0.397556E+02  0.355067E+01
  0.315470E+01  0.389444E+02  0.351677E+01
  0.315689E+01  0.388167E+02  0.354976E+01
  0.315908E+01  0.370000E+02  0.353518E+01
  0.316127E+01  0.389667E+02  0.352042E+01
  0.316346E+01  0.377222E+02  0.354470E+01
  0.316565E+01  0.359167E+02  0.352099E+01
  0.316784E+01  0.358611E+02  0.353239E+01
  0.317003E+01  0.379972E+02  0.352045E+01
  0.317222E+01  0.372389E+02  0.352886E+01
  0.317441E+01  0.370694E+02  0.354136E+01
  0.317660E+01  0.370944E+02  0.352363E+01
  0.317879E+01  0.387917E+02  0.353494E+01
  0.318098E+01  0.398250E+02  0.351375E+01
  0.318317E+01  0.382889E+02  0.353128E+01
  0.318536E+01  0.381444E+02  0.352863E+01
  0.318755E+01  0.371889E+02  0.351862E+01
  0.318974E+01  0.377361E+02  0.354366E+01
  0.319193E+01  0.349667E+02  0.351588E+01
  0.319412E+01  0.355472E+02  0.354762E+01
  0.319631E+01  0.381500E+02  0.351643E+01
  0.319850E+01  0.381583E+02  0.352076E+01
  0.320070E+01  0.383389E+02  0.353990E+01
  0.320289E+01  0.379139E+02  0.352536E+01
  0.320508E+01  0.377056E+02  0.353876E+01
  0.320727E+01  0.386750E+02  0.351179E+01
  0.320946E+01  0.371611E+02  0.352916E+01
  0.321165E+01  0.380222E+02  0.354290E+01
  0.321384E+01  0.381972E+02  0.351040E+01
  0.321603E+01  0.383028E+02  0.353812E+01
  0.321822E+01  0.393333E+02  0.351560E+01
  0.322041E+01  0.368833E+02  0.353518E+01
  0.322260E+01  0.364194E+02  0.351797E+01
  0.322479E+01  0.373139E+02  0.351492E+01
  0.322698E+01  0.350694E+02  0.354438E+01
  0.322917E+01  0.374944E+02  0.351623E+01
  0.323136E+01  0.376333E+02  0.354618E+01
  0.323355E+01  0.354694E+02  0.350912E+01
  0.323574E+01  0.369833E+02  0.352088E+01
  0.323793E+01  0.386361E+02  0.353601E+01
  0.324012E+01  0.391139E+02  0.352057E+01
  0.324231E+01  0.389139E+02  0.353496E+01
  0.324450E+01  0.362528E+02  0.350393E+01
  0.324669E+01  0.357889E+02  0.353253E+01
  0.324888E+01  0.353083E+02  0.353466E+01
  0.325107E+01  0.363028E+02  0.351276E+01
  0.325326E+01  0.368528E+02  0.353942E+01
  0.325546E+01  0.371417E+02  0.350362E+01
  0.325765E+01  0.366194E+02  0.354145E+01
  0.325984E+01  0.360111E+02  0.351374E+01
  0.326203E+01  0.365139E+02  0.351264E+01
  0.326422E+01  0.367278E+02  0.352924E+01
  0.326641E+01  0.355722E+02  0.351556E+01
  0.326860E+01  0.362111E+02  0.354544E+01
  0.327079E+01  0.388556E+02  0.350520E+01
  0.327298E+01  0.367722E+02  0.352799E+01
  0.327517E+01  0.350556E+02  0.352914E+01
  0.327736E+01  0.366889E+02  0.352236E+01
  0.327955E+01  0.361139E+02  0.353804E+01
  0.328174E+01  0.350861E+02  0.351293E+01
  0.328393E+01  0.369111E+02  0.353755E+01
  0.328612E+01  0.369778E+02  0.354497E+01
  0.328831E+01  0.373167E+02  0.351149E+01
  0.329050E+01  0.370556E+02  0.353207E+01
  0.329269E+01  0.375611E+02  0.351565E+01
  0.329488E+01  0.375222E+02  0.354580E+01
  0.329707E+01  0.369472E+02  0.352586E+01
  0.329926E+01  0.366333E+02  0.353556E+01
  0.330145E+01  0.353389E+02  0.353516E+01
  0.330364E+01  0.364833E+02  0.352088E+01
  0.330583E+01  0.345583E+02  0.354322E+01
  0.330803E+01  0.379139E+02  0.351246E+01
  0.331022E+01  0.358833E+02  0.353884E+01
  0.331241E+01  0.338583E+02  0.353121E+01
  0.331460E+01  0.346111E+02  0.353436E+01
  0.331679E+01  0.364389E+02  0.354036E+01
  0.331898E+01  0.357111E+02  0.351941E+01
  0.332117E+01  0.365528E+02  0.354556E+01
  0.332336E+01  0.352306E+02  0.353185E+01
  0.332555E+01  0.359306E+02  0.353600E+01
  0.332774E+01  0.361944E+02  0.352632E+01
  0.332993E+01  0.362667E+02  0.352344E+01
  0.333212E+01  0.374444E+02  0.355090E+01
  0.333431E+01  0.354611E+02  0.352172E+01
  0.333650E+01  0.354500E+02  0.353990E+01
  0.333869E+01  0.364556E+02  0.354343E+01
  0.334088E+01  0.389694E+02  0.353902E+01
  0.334307E+01  0.384333E+02  0.355037E+01
  0.334526E+01  0.384722E+02  0.351310E+01
  0.334745E+01  0.368444E+02  0.353858E+01
  0.334964E+01  0.346333E+02  0.354855E+01
  0.335183E+01  0.348528E+02  0.353446E+01
  0.335402E+01  0.351556E+02  0.354952E+01
  0.335621E+01  0.340944E+02  0.351211E+01
  0.335840E+01  0.351806E+02  0.354628E+01
  0.336059E+01  0.357000E+02  0.354090E+01
  0.336279E+01  0.371722E+02  0.353151E+01
  0.336498E+01  0.349250E+02  0.354860E+01
  0.336717E+01  0.344917E+02  0.352313E+01
  0.336936E+01  0.353556E+02  0.355950E+01
  0.337155E+01  0.335500E+02  0.353151E+01
  0.337374E+01  0.343972E+02  0.353701E+01
  0.337593E+01  0.359167E+02  0.356124E+01
  0.337812E+01  0.358528E+02  0.352859E+01
  0.338031E+01  0.351583E+02  0.356156E+01
  0.338250E+01  0.350722E+02  0.352551E+01
  0.338469E+01  0.328361E+02  0.354890E+01
  0.338688E+01  0.344944E+02  0.355438E+01
  0.338907E+01  0.330333E+02  0.354029E+01
  0.339126E+01  0.352722E+02  0.355476E+01
  0.339345E+01  0.330139E+02  0.353102E+01
  0.339564E+01  0.328806E+02  0.354716E+01
  0.339783E+01  0.307278E+02  0.354348E+01
  0.340002E+01  0.328444E+02  0.353628E+01
  0.340221E+01  0.342472E+02  0.354794E+01
  0.340440E+01  0.363500E+02  0.354965E+01
  0.340659E+01  0.347472E+02  0.355654E+01
  0.340878E+01  0.318639E+02  0.354276E+01
  0.341097E+01  0.341778E+02  0.354105E+01
  0.341316E+01  0.331139E+02  0.355560E+01
  0.341535E+01  0.345444E+02  0.354155E+01
  0.341755E+01  0.356500E+02  0.356097E+01
  0.341974E+01  0.350306E+02  0.353421E+01
  0.342193E+01  0.351278E+02  0.355277E+01
  0.342412E+01  0.343750E+02  0.355748E+01
  0.342631E+01  0.357389E+02  0.355233E+01
  0.342850E+01  0.339306E+02  0.355392E+01
  0.343069E+01  0.321556E+02  0.354482E+01
  0.343288E+01  0.345611E+02  0.355296E+01
  0.343507E+01  0.335750E+02  0.355713E+01
  0.343726E+01  0.341889E+02  0.353303E+01
  0.343945E+01  0.338389E+02  0.355444E+01
  0.344164E+01  0.322694E+02  0.354217E+01
  0.344383E+01  0.322056E+02  0.356972E+01
  0.344602E+01  0.324056E+02  0.355438E+01
  0.344821E+01  0.316472E+02  0.355010E+01
  0.345040E+01  0.308528E+02  0.355618E+01
  0.345259E+01  0.327167E+02  0.354799E+01
  0.345478E+01  0.341111E+02  0.356538E+01
  0.345697E+01  0.329611E+02  0.354804E+01
  0.345916E+01  0.327694E+02  0.355965E+01
  0.346135E+01  0.333444E+02  0.355336E+01
  0.346354E+01  0.326639E+02  0.355104E+01
  0.346573E+01  0.327611E+02  0.355509E+01
  0.346792E+01  0.325278E+02  0.353993E+01
  0.347012E+01  0.336278E+02  0.357467E+01
  0.347231E+01  0.355722E+02  0.355322E+01
  0.347450E+01  0.336028E+02  0.356129E+01
  0.347669E+01  0.323444E+02  0.355123E+01
  0.347888E+01  0.308472E+02  0.355973E+01
  0.348107E+01  0.330139E+02  0.357349E+01
  0.348326E+01  0.328083E+02  0.355156E+01
  0.348545E+01  0.324667E+02  0.356229E+01
  0.348764E+01  0.350167E+02  0.355287E+01
  0.348983E+01  0.354861E+02  0.357335E+01
  0.349202E+01  0.334944E+02  0.356056E+01
  0.349421E+01  0.331167E+02  0.354542E+01
  0.349640E+01  0.337056E+02  0.357918E+01
  0.349859E+01  0.330417E+02  0.356177E+01
  0.350078E+01  0.311083E+02  0.357613E+01
  0.350297E+01  0.315389E+02  0.355181E+01
  0.350516E+01  0.315250E+02  0.355071E+01
  0.350735E+01  0.306861E+02  0.357256E+01
  0.350954E+01  0.305333E+02  0.356122E+01
  0.351173E+01  0.302167E+02  0.356140E+01
  0.351392E+01  0.304694E+02  0.356816E+01
  0.351611E+01  0.325917E+02  0.357625E+01
  0.351830E+01  0.327083E+02  0.358847E+01
  0.352049E+01  0.309750E+02  0.356431E+01
  0.352268E+01  0.315333E+02  0.356285E+01
  0.352488E+01  0.306000E+02  0.357355E+01
  0.352707E+01  0.310139E+02  0.357971E+01
  0.352926E+01  0.322250E+02  0.357926E+01
  0.353145E+01  0.286472E+02  0.356100E+01
  0.353364E+01  0.314083E+02  0.357625E+01
  0.353583E+01  0.311333E+02  0.358195E+01
  0.353802E+01  0.308250E+02  0.358016E+01
  0.354021E+01  0.316278E+02  0.356813E+01
  0.354240E+01  0.318972E+02  0.357114E+01
  0.354459E+01  0.293694E+02  0.357818E+01
  0.354678E+01  0.292500E+02  0.358626E+01
  0.354897E+01  0.303889E+02  0.356678E+01
  0.355116E+01  0.319194E+02  0.358462E+01
  0.355335E+01  0.318000E+02  0.358635E+01
  0.355554E+01  0.297889E+02  0.358409E+01
  0.355773E+01  0.289139E+02  0.358140E+01
  0.355992E+01  0.307083E+02  0.356971E+01
  0.356211E+01  0.307111E+02  0.358334E+01
  0.356430E+01  0.317750E+02  0.359368E+01
  0.356649E+01  0.300722E+02  0.358560E+01
  0.356868E+01  0.273639E+02  0.357866E+01
  0.357087E+01  0.298028E+02  0.359420E+01
  0.357306E+01  0.297222E+02  0.357836E+01
  0.357525E+01  0.300528E+02  0.359271E+01
  0.357744E+01  0.283889E+02  0.357667E+01
  0.357964E+01  0.305556E+02  0.358823E+01
  0.358183E+01  0.302528E+02  0.360424E+01
  0.358402E+01  0.307611E+02  0.359617E+01
  0.358621E+01  0.315944E+02  0.358444E+01
  0.358840E+01  0.318056E+02  0.358700E+01
  0.359059E+01  0.321722E+02  0.360140E+01
  0.359278E+01  0.310306E+02  0.359721E+01
  0.359497E+01  0.292278E+02  0.358002E+01
  0.359716E+01  0.281333E+02  0.358797E+01
  0.359935E+01  0.296194E+02  0.360076E+01
  0.360154E+01  0.281000E+02  0.360317E+01
  0.360373E+01  0.289806E+02  0.360191E+01
  0.360592E+01  0.294917E+02  0.358804E+01
  0.360811E+01  0.287306E+02  0.360388E+01
  0.361030E+01  0.304722E+02  0.359954E+01
  0.361249E+01  0.313083E+02  0.359660E+01
  0.361468E+01  0.300889E+02  0.358810E+01
  0.361687E+01  0.315139E+02  0.359260E+01
  0.361906E+01  0.317639E+02  0.360909E+01
  0.362125E+01  0.297333E+02  0.360698E+01
  0.362344E+01  0.281389E+02  0.359856E+01
  0.362563E+01  0.293889E+02  0.360558E+01
  0.362782E+01  0.276639E+02  0.360318E+01
  0.363001E+01  0.283833E+02  0.361402E+01
  0.363221E+01  0.297556E+02  0.359673E+01
  0.363440E+01  0.295583E+02  0.360486E+01
  0.363659E+01  0.314028E+02  0.361434E+01
  0.363878E+01  0.302583E+02  0.361160E+01
  0.364097E+01  0.298639E+02  0.360272E+01
  0.364316E+01  0.302583E+02  0.359924E+01
  0.364535E+01  0.293250E+02  0.360972E+01
  0.364754E+01  0.286389E+02  0.361968E+01
  0.364973E+01  0.290611E+02  0.361552E+01
  0.365192E+01  0.276306E+02  0.360268E+01
  0.365411E+01  0.272333E+02  0.361057E+01
  0.365630E+01  0.270722E+02  0.362115E+01
  0.365849E+01  0.288722E+02  0.361721E+01
  0.366068E+01  0.285167E+02  0.361080E+01
  0.366287E+01  0.285028E+02  0.361967E+01
  0.366506E+01  0.291972E+02  0.361375E+01
  0.366725E+01  0.295500E+02  0.362130E+01
  0.366944E+01  0.273194E+02  0.361518E+01
  0.367163E+01  0.272028E+02  0.362022E+01
  0.367382E+01  0.274472E+02  0.362710E+01
  0.367601E+01  0.268194E+02  0.363338E+01
  0.367820E+01  0.279750E+02  0.362278E+01
  0.368039E+01  0.263000E+02  0.361568E+01
  0.368258E+01  0.271889E+02  0.362606E+01
  0.368477E+01  0.284972E+02  0.362750E+01
  0.368697E+01  0.269556E+02  0.363002E+01
  0.368916E+01  0.273167E+02  0.361884E+01
  0.369135E+01  0.291611E+02  0.363672E+01
  0.369354E+01  0.284444E+02  0.363896E+01
  0.369573E+01  0.296750E+02  0.363700E+01
  0.369792E+01  0.289694E+02  0.361950E+01
  0.370011E+01  0.254139E+02  0.364011E+01
  0.370230E+01  0.261500E+02  0.363882E+01
  0.370449E+01  0.265972E+02  0.363775E+01
  0.370668E+01  0.254778E+02  0.363314E+01
  0.370887E+01  0.268750E+02  0.362718E+01
  0.371106E+01  0.263806E+02  0.364260E+01
  0.371325E+01  0.285361E+02  0.364861E+01
  0.371544E+01  0.277028E+02  0.364340E+01
  0.371763E+01  0.283583E+02  0.364213E+01
  0.371982E+01  0.284944E+02  0.363767E+01
  0.372201E+01  0.272389E+02  0.364943E+01
  0.372420E+01  0.279417E+02  0.363928E+01
  0.372639E+01  0.283222E+02  0.363432E+01
  0.372858E+01  0.273194E+02  0.365953E+01
  0.373077E+01  0.265444E+02  0.365515E+01
  0.373296E+01  0.260833E+02  0.364798E+01
  0.373515E+01  0.262222E+02  0.363598E+01
  0.373734E+01  0.292694E+02  0.365103E+01
  0.373954E+01  0.264639E+02  0.365737E+01
  0.374173E+01  0.261778E+02  0.366290E+01
  0.374392E+01  0.264167E+02  0.364932E+01
  0.374611E+01  0.275194E+02  0.365640E+01
  0.374830E+01  0.281750E+02  0.366357E+01
  0.375049E+01  0.275111E+02  0.366719E+01
  0.375268E+01  0.270278E+02  0.365138E+01
  0.375487E+01  0.270833E+02  0.365206E+01
  0.375706E+01  0.258750E+02  0.367301E+01
