No  scale pct2_054.dat pct2_054.dat                                             
  0.131037E+01  0.565167E+03  0.530040E+01
  0.131257E+01  0.562125E+03  0.532512E+01
  0.131476E+01  0.560325E+03  0.529840E+01
  0.131695E+01  0.561956E+03  0.529912E+01
  0.131914E+01  0.561631E+03  0.528924E+01
  0.132133E+01  0.560047E+03  0.527848E+01
  0.132352E+01  0.555294E+03  0.529264E+01
  0.132571E+01  0.550931E+03  0.526608E+01
  0.132790E+01  0.547564E+03  0.528800E+01
  0.133009E+01  0.544378E+03  0.524028E+01
  0.133228E+01  0.544964E+03  0.524892E+01
  0.133447E+01  0.541381E+03  0.524680E+01
  0.133666E+01  0.536186E+03  0.524856E+01
  0.133885E+01  0.535322E+03  0.523960E+01
  0.134104E+01  0.532936E+03  0.520140E+01
  0.134323E+01  0.531500E+03  0.522944E+01
  0.134542E+01  0.527983E+03  0.522356E+01
  0.134761E+01  0.524081E+03  0.519764E+01
  0.134980E+01  0.524250E+03  0.520556E+01
  0.135199E+01  0.520672E+03  0.518032E+01
  0.135418E+01  0.520092E+03  0.520804E+01
  0.135637E+01  0.516225E+03  0.516632E+01
  0.135856E+01  0.513364E+03  0.517212E+01
  0.136075E+01  0.509569E+03  0.517780E+01
  0.136294E+01  0.510236E+03  0.514596E+01
  0.136514E+01  0.507336E+03  0.519872E+01
  0.136733E+01  0.509156E+03  0.513072E+01
  0.136952E+01  0.503472E+03  0.516972E+01
  0.137171E+01  0.499656E+03  0.513296E+01
  0.137390E+01  0.498406E+03  0.512844E+01
  0.137609E+01  0.497953E+03  0.514812E+01
  0.137828E+01  0.495728E+03  0.507624E+01
  0.138047E+01  0.490875E+03  0.513432E+01
  0.138266E+01  0.486072E+03  0.511800E+01
  0.138485E+01  0.484956E+03  0.508548E+01
  0.138704E+01  0.483147E+03  0.510172E+01
  0.138923E+01  0.481178E+03  0.507288E+01
  0.139142E+01  0.478953E+03  0.510432E+01
  0.139361E+01  0.473808E+03  0.507648E+01
  0.139580E+01  0.470447E+03  0.507792E+01
  0.139799E+01  0.468756E+03  0.506400E+01
  0.140018E+01  0.470472E+03  0.504548E+01
  0.140237E+01  0.467514E+03  0.509072E+01
  0.140456E+01  0.464144E+03  0.503344E+01
  0.140675E+01  0.464161E+03  0.505524E+01
  0.140894E+01  0.461714E+03  0.505436E+01
  0.141113E+01  0.456289E+03  0.503732E+01
  0.141332E+01  0.455300E+03  0.504576E+01
  0.141551E+01  0.455031E+03  0.500164E+01
  0.141770E+01  0.454169E+03  0.505140E+01
  0.141990E+01  0.452203E+03  0.500948E+01
  0.142209E+01  0.450544E+03  0.502640E+01
  0.142428E+01  0.445914E+03  0.500000E+01
  0.142647E+01  0.441678E+03  0.498152E+01
  0.142866E+01  0.438744E+03  0.500132E+01
  0.143085E+01  0.435131E+03  0.497684E+01
  0.143304E+01  0.433208E+03  0.499012E+01
  0.143523E+01  0.433764E+03  0.499496E+01
  0.143742E+01  0.432508E+03  0.496132E+01
  0.143961E+01  0.427283E+03  0.499708E+01
  0.144180E+01  0.424383E+03  0.493328E+01
  0.144399E+01  0.426061E+03  0.497408E+01
  0.144618E+01  0.425089E+03  0.493428E+01
  0.144837E+01  0.421122E+03  0.496104E+01
  0.145056E+01  0.422044E+03  0.494568E+01
  0.145275E+01  0.422511E+03  0.492028E+01
  0.145494E+01  0.416314E+03  0.494888E+01
  0.145713E+01  0.415631E+03  0.491720E+01
  0.145932E+01  0.412661E+03  0.493384E+01
  0.146151E+01  0.408422E+03  0.491764E+01
  0.146370E+01  0.407697E+03  0.491192E+01
  0.146589E+01  0.407169E+03  0.491660E+01
  0.146808E+01  0.404892E+03  0.488308E+01
  0.147027E+01  0.402108E+03  0.490168E+01
  0.147246E+01  0.401236E+03  0.490236E+01
  0.147466E+01  0.397672E+03  0.489084E+01
  0.147685E+01  0.398819E+03  0.490540E+01
  0.147904E+01  0.396014E+03  0.485080E+01
  0.148123E+01  0.395956E+03  0.488492E+01
  0.148342E+01  0.392375E+03  0.485828E+01
  0.148561E+01  0.388658E+03  0.488864E+01
  0.148780E+01  0.388714E+03  0.486076E+01
  0.148999E+01  0.386844E+03  0.483020E+01
  0.149218E+01  0.383600E+03  0.485760E+01
  0.149437E+01  0.379844E+03  0.482996E+01
  0.149656E+01  0.382031E+03  0.483440E+01
  0.149875E+01  0.378914E+03  0.483552E+01
  0.150094E+01  0.373953E+03  0.481412E+01
  0.150313E+01  0.372897E+03  0.483748E+01
  0.150532E+01  0.372278E+03  0.480956E+01
  0.150751E+01  0.373136E+03  0.482752E+01
  0.150970E+01  0.368931E+03  0.479100E+01
  0.151189E+01  0.371761E+03  0.480504E+01
  0.151408E+01  0.369944E+03  0.481516E+01
  0.151627E+01  0.364214E+03  0.477152E+01
  0.151846E+01  0.363244E+03  0.481548E+01
  0.152065E+01  0.361578E+03  0.475660E+01
  0.152284E+01  0.359450E+03  0.479560E+01
  0.152503E+01  0.358056E+03  0.478744E+01
  0.152723E+01  0.351822E+03  0.474784E+01
  0.152942E+01  0.351064E+03  0.478136E+01
  0.153161E+01  0.351689E+03  0.474116E+01
  0.153380E+01  0.350711E+03  0.475384E+01
  0.153599E+01  0.353633E+03  0.474288E+01
  0.153818E+01  0.351747E+03  0.474696E+01
  0.154037E+01  0.346444E+03  0.476432E+01
  0.154256E+01  0.346128E+03  0.473372E+01
  0.154475E+01  0.345831E+03  0.474228E+01
  0.154694E+01  0.345075E+03  0.472216E+01
  0.154913E+01  0.342989E+03  0.472504E+01
  0.155132E+01  0.339900E+03  0.473104E+01
  0.155351E+01  0.337753E+03  0.471016E+01
  0.155570E+01  0.334394E+03  0.472004E+01
  0.155789E+01  0.332017E+03  0.470208E+01
  0.156008E+01  0.331797E+03  0.471164E+01
  0.156227E+01  0.331672E+03  0.469748E+01
  0.156446E+01  0.330964E+03  0.468976E+01
  0.156665E+01  0.327397E+03  0.470080E+01
  0.156884E+01  0.325697E+03  0.467860E+01
  0.157103E+01  0.324686E+03  0.469132E+01
  0.157322E+01  0.324033E+03  0.466640E+01
  0.157541E+01  0.321075E+03  0.467348E+01
  0.157760E+01  0.321681E+03  0.468124E+01
  0.157979E+01  0.316961E+03  0.465236E+01
  0.158199E+01  0.318386E+03  0.468224E+01
  0.158418E+01  0.315328E+03  0.462928E+01
  0.158637E+01  0.314042E+03  0.466844E+01
  0.158856E+01  0.312381E+03  0.465404E+01
  0.159075E+01  0.310897E+03  0.462600E+01
  0.159294E+01  0.312939E+03  0.467292E+01
  0.159513E+01  0.310061E+03  0.461780E+01
  0.159732E+01  0.308264E+03  0.465744E+01
  0.159951E+01  0.306508E+03  0.461020E+01
  0.160170E+01  0.304711E+03  0.462320E+01
  0.160389E+01  0.304014E+03  0.463440E+01
  0.160608E+01  0.299969E+03  0.461360E+01
  0.160827E+01  0.299450E+03  0.462292E+01
  0.161046E+01  0.299983E+03  0.459048E+01
  0.161265E+01  0.292708E+03  0.462232E+01
  0.161484E+01  0.293808E+03  0.461844E+01
  0.161703E+01  0.294686E+03  0.458892E+01
  0.161922E+01  0.292608E+03  0.461372E+01
  0.162141E+01  0.290644E+03  0.457208E+01
  0.162360E+01  0.288397E+03  0.460068E+01
  0.162579E+01  0.289150E+03  0.458864E+01
  0.162798E+01  0.287794E+03  0.456668E+01
  0.163017E+01  0.285606E+03  0.459616E+01
  0.163236E+01  0.284817E+03  0.455944E+01
  0.163456E+01  0.284928E+03  0.458480E+01
  0.163675E+01  0.283378E+03  0.454812E+01
  0.163894E+01  0.281067E+03  0.456012E+01
  0.164113E+01  0.282767E+03  0.455876E+01
  0.164332E+01  0.279703E+03  0.454296E+01
  0.164551E+01  0.278819E+03  0.455220E+01
  0.164770E+01  0.277089E+03  0.453444E+01
  0.164989E+01  0.275750E+03  0.455508E+01
  0.165208E+01  0.275217E+03  0.455072E+01
  0.165427E+01  0.274197E+03  0.452756E+01
  0.165646E+01  0.275056E+03  0.453392E+01
  0.165865E+01  0.269506E+03  0.451536E+01
  0.166084E+01  0.266128E+03  0.454036E+01
  0.166303E+01  0.266503E+03  0.450640E+01
  0.166522E+01  0.265950E+03  0.451548E+01
  0.166741E+01  0.265431E+03  0.452404E+01
  0.166960E+01  0.263094E+03  0.447972E+01
  0.167179E+01  0.262089E+03  0.452476E+01
  0.167398E+01  0.261669E+03  0.447700E+01
  0.167617E+01  0.260267E+03  0.450632E+01
  0.167836E+01  0.258719E+03  0.450124E+01
  0.168055E+01  0.259222E+03  0.448648E+01
  0.168274E+01  0.257911E+03  0.450576E+01
  0.168493E+01  0.255675E+03  0.445600E+01
  0.168712E+01  0.253736E+03  0.450052E+01
  0.168932E+01  0.252000E+03  0.447364E+01
  0.169151E+01  0.250406E+03  0.446584E+01
  0.169370E+01  0.250411E+03  0.448316E+01
  0.169589E+01  0.245761E+03  0.444136E+01
  0.169808E+01  0.247183E+03  0.448436E+01
  0.170027E+01  0.248300E+03  0.444040E+01
  0.170246E+01  0.247397E+03  0.446036E+01
  0.170465E+01  0.242811E+03  0.447116E+01
  0.170684E+01  0.241839E+03  0.444660E+01
  0.170903E+01  0.240633E+03  0.445604E+01
  0.171122E+01  0.239058E+03  0.440964E+01
  0.171341E+01  0.239231E+03  0.445136E+01
  0.171560E+01  0.240742E+03  0.443304E+01
  0.171779E+01  0.241253E+03  0.442724E+01
  0.171998E+01  0.236942E+03  0.444788E+01
  0.172217E+01  0.233103E+03  0.440216E+01
  0.172436E+01  0.231358E+03  0.443748E+01
  0.172655E+01  0.235247E+03  0.440948E+01
  0.172874E+01  0.232222E+03  0.440828E+01
  0.173093E+01  0.232011E+03  0.441476E+01
  0.173312E+01  0.229256E+03  0.440824E+01
  0.173531E+01  0.227156E+03  0.442340E+01
  0.173750E+01  0.228633E+03  0.438528E+01
  0.173969E+01  0.228961E+03  0.439016E+01
  0.174188E+01  0.226944E+03  0.440804E+01
  0.174408E+01  0.224894E+03  0.438428E+01
  0.174627E+01  0.224142E+03  0.441448E+01
  0.174846E+01  0.223411E+03  0.435028E+01
  0.175065E+01  0.223647E+03  0.438908E+01
  0.175284E+01  0.222681E+03  0.436816E+01
  0.175503E+01  0.222172E+03  0.438676E+01
  0.175722E+01  0.219264E+03  0.438056E+01
  0.175941E+01  0.217528E+03  0.436076E+01
  0.176160E+01  0.216506E+03  0.437032E+01
  0.176379E+01  0.214611E+03  0.435360E+01
  0.176598E+01  0.214014E+03  0.435912E+01
  0.176817E+01  0.213669E+03  0.436600E+01
  0.177036E+01  0.212789E+03  0.434716E+01
  0.177255E+01  0.212517E+03  0.437952E+01
  0.177474E+01  0.212053E+03  0.432772E+01
  0.177693E+01  0.211172E+03  0.434212E+01
  0.177912E+01  0.210617E+03  0.433632E+01
  0.178131E+01  0.209478E+03  0.432940E+01
  0.178350E+01  0.207072E+03  0.434880E+01
  0.178569E+01  0.205483E+03  0.431556E+01
  0.178788E+01  0.205967E+03  0.435316E+01
  0.179007E+01  0.205611E+03  0.431092E+01
  0.179226E+01  0.204633E+03  0.433324E+01
  0.179445E+01  0.203978E+03  0.431980E+01
  0.179665E+01  0.202492E+03  0.431332E+01
  0.179884E+01  0.201156E+03  0.433080E+01
  0.180103E+01  0.198986E+03  0.429860E+01
  0.180322E+01  0.199953E+03  0.431452E+01
  0.180541E+01  0.198961E+03  0.429940E+01
  0.180760E+01  0.198847E+03  0.430272E+01
  0.180979E+01  0.196608E+03  0.432504E+01
  0.181198E+01  0.193436E+03  0.426648E+01
  0.181417E+01  0.193028E+03  0.431048E+01
  0.181636E+01  0.194969E+03  0.427384E+01
  0.181855E+01  0.192325E+03  0.428784E+01
  0.182074E+01  0.192922E+03  0.429076E+01
  0.182293E+01  0.192558E+03  0.425984E+01
  0.182512E+01  0.190758E+03  0.429264E+01
  0.182731E+01  0.190369E+03  0.426188E+01
  0.182950E+01  0.188256E+03  0.426980E+01
  0.183169E+01  0.185047E+03  0.427616E+01
  0.183388E+01  0.186164E+03  0.423892E+01
  0.183607E+01  0.187958E+03  0.429288E+01
  0.183826E+01  0.187894E+03  0.423480E+01
  0.184045E+01  0.185858E+03  0.426784E+01
  0.184264E+01  0.185003E+03  0.425004E+01
  0.184483E+01  0.182317E+03  0.423668E+01
  0.184702E+01  0.181819E+03  0.426972E+01
  0.184921E+01  0.180236E+03  0.423344E+01
  0.185141E+01  0.181172E+03  0.424100E+01
  0.185360E+01  0.180550E+03  0.422360E+01
  0.185579E+01  0.179492E+03  0.424068E+01
  0.185798E+01  0.178569E+03  0.424352E+01
  0.186017E+01  0.178283E+03  0.421780E+01
  0.186236E+01  0.176281E+03  0.424784E+01
  0.186455E+01  0.174533E+03  0.421144E+01
  0.186674E+01  0.173644E+03  0.422912E+01
  0.186893E+01  0.171628E+03  0.422940E+01
  0.187112E+01  0.171658E+03  0.420388E+01
  0.187331E+01  0.171175E+03  0.421308E+01
  0.187550E+01  0.169158E+03  0.420888E+01
  0.187769E+01  0.167425E+03  0.422016E+01
  0.187988E+01  0.168542E+03  0.420112E+01
  0.188207E+01  0.167225E+03  0.420608E+01
  0.188426E+01  0.166681E+03  0.420428E+01
  0.188645E+01  0.168394E+03  0.418212E+01
  0.188864E+01  0.170136E+03  0.421108E+01
  0.189083E+01  0.168297E+03  0.418476E+01
  0.189302E+01  0.165575E+03  0.421080E+01
  0.189521E+01  0.162511E+03  0.418960E+01
  0.189740E+01  0.163003E+03  0.416676E+01
  0.189959E+01  0.162597E+03  0.421296E+01
  0.190178E+01  0.161506E+03  0.416104E+01
  0.190397E+01  0.159922E+03  0.419328E+01
  0.190617E+01  0.158950E+03  0.416256E+01
  0.190836E+01  0.158911E+03  0.416884E+01
  0.191055E+01  0.157831E+03  0.417944E+01
  0.191274E+01  0.155156E+03  0.416348E+01
  0.191493E+01  0.153100E+03  0.418700E+01
  0.191712E+01  0.155900E+03  0.414820E+01
  0.191931E+01  0.153206E+03  0.416452E+01
  0.192150E+01  0.152786E+03  0.417772E+01
  0.192369E+01  0.154264E+03  0.413536E+01
  0.192588E+01  0.155547E+03  0.417128E+01
  0.192807E+01  0.153131E+03  0.413124E+01
  0.193026E+01  0.152194E+03  0.416844E+01
  0.193245E+01  0.150272E+03  0.414268E+01
  0.193464E+01  0.150258E+03  0.413664E+01
  0.193683E+01  0.151889E+03  0.415092E+01
  0.193902E+01  0.150672E+03  0.413092E+01
  0.194121E+01  0.150794E+03  0.415116E+01
  0.194340E+01  0.150964E+03  0.412344E+01
  0.194559E+01  0.146264E+03  0.413144E+01
  0.194778E+01  0.143064E+03  0.413708E+01
  0.194997E+01  0.144803E+03  0.412280E+01
  0.195216E+01  0.144856E+03  0.413060E+01
  0.195435E+01  0.143592E+03  0.409668E+01
  0.195654E+01  0.143825E+03  0.412544E+01
  0.195874E+01  0.143625E+03  0.412784E+01
  0.196093E+01  0.142025E+03  0.409508E+01
  0.196312E+01  0.141989E+03  0.412804E+01
  0.196531E+01  0.139686E+03  0.408940E+01
  0.196750E+01  0.137947E+03  0.412048E+01
  0.196969E+01  0.139942E+03  0.409676E+01
  0.197188E+01  0.138367E+03  0.410044E+01
  0.197407E+01  0.138856E+03  0.410836E+01
  0.197626E+01  0.135453E+03  0.408096E+01
  0.197845E+01  0.135864E+03  0.409648E+01
  0.198064E+01  0.134903E+03  0.407696E+01
  0.198283E+01  0.134572E+03  0.409092E+01
  0.198502E+01  0.133119E+03  0.409032E+01
  0.198721E+01  0.133572E+03  0.407820E+01
  0.198940E+01  0.134753E+03  0.411072E+01
  0.199159E+01  0.134292E+03  0.409440E+01
  0.199378E+01  0.133872E+03  0.411832E+01
  0.199597E+01  0.131131E+03  0.411816E+01
  0.199816E+01  0.132519E+03  0.410416E+01
  0.200035E+01  0.132283E+03  0.411788E+01
  0.200254E+01  0.131808E+03  0.412120E+01
  0.200473E+01  0.129731E+03  0.414004E+01
  0.200692E+01  0.129203E+03  0.410104E+01
  0.200911E+01  0.129983E+03  0.411352E+01
  0.201130E+01  0.130150E+03  0.411952E+01
  0.201350E+01  0.128753E+03  0.410764E+01
  0.201569E+01  0.123942E+03  0.413156E+01
  0.201788E+01  0.126394E+03  0.408684E+01
  0.202007E+01  0.124722E+03  0.412268E+01
  0.202226E+01  0.124692E+03  0.410184E+01
  0.202445E+01  0.121369E+03  0.410200E+01
  0.202664E+01  0.122181E+03  0.411600E+01
  0.202883E+01  0.123594E+03  0.407000E+01
  0.203102E+01  0.124489E+03  0.413044E+01
  0.203321E+01  0.122069E+03  0.409224E+01
  0.203540E+01  0.120844E+03  0.409808E+01
  0.203759E+01  0.117408E+03  0.410840E+01
  0.203978E+01  0.118325E+03  0.407700E+01
  0.204197E+01  0.117844E+03  0.412348E+01
  0.204416E+01  0.118992E+03  0.406404E+01
  0.204635E+01  0.119897E+03  0.409108E+01
  0.204854E+01  0.116842E+03  0.409008E+01
  0.205073E+01  0.117944E+03  0.407068E+01
  0.205292E+01  0.117108E+03  0.410308E+01
  0.205511E+01  0.116042E+03  0.405316E+01
  0.205730E+01  0.117153E+03  0.410768E+01
  0.205949E+01  0.113236E+03  0.407396E+01
  0.206168E+01  0.114350E+03  0.406788E+01
  0.206387E+01  0.112156E+03  0.408288E+01
  0.206606E+01  0.113353E+03  0.404624E+01
  0.206826E+01  0.113706E+03  0.408524E+01
  0.207045E+01  0.113167E+03  0.407244E+01
  0.207264E+01  0.111675E+03  0.405144E+01
  0.207483E+01  0.110592E+03  0.407192E+01
  0.207702E+01  0.108147E+03  0.405512E+01
  0.207921E+01  0.108828E+03  0.408384E+01
  0.208140E+01  0.107361E+03  0.404464E+01
  0.208359E+01  0.108694E+03  0.405208E+01
  0.208578E+01  0.107111E+03  0.406152E+01
  0.208797E+01  0.106064E+03  0.404572E+01
  0.209016E+01  0.106611E+03  0.405408E+01
  0.209235E+01  0.106911E+03  0.403784E+01
  0.209454E+01  0.103339E+03  0.404708E+01
  0.209673E+01  0.105211E+03  0.404700E+01
  0.209892E+01  0.106025E+03  0.404136E+01
  0.210111E+01  0.103983E+03  0.404132E+01
  0.210330E+01  0.104247E+03  0.402140E+01
  0.210549E+01  0.104167E+03  0.404832E+01
  0.210768E+01  0.101272E+03  0.403112E+01
  0.210987E+01  0.999889E+02  0.402760E+01
  0.211206E+01  0.990667E+02  0.401956E+01
  0.211425E+01  0.997222E+02  0.401816E+01
  0.211644E+01  0.101117E+03  0.403708E+01
  0.211863E+01  0.996417E+02  0.398914E+01
  0.212083E+01  0.101203E+03  0.401984E+01
  0.212302E+01  0.100222E+03  0.400204E+01
  0.212521E+01  0.967778E+02  0.401692E+01
  0.212740E+01  0.968556E+02  0.399484E+01
  0.212959E+01  0.960417E+02  0.398664E+01
  0.213178E+01  0.957806E+02  0.400024E+01
  0.213397E+01  0.977000E+02  0.397744E+01
  0.213616E+01  0.960556E+02  0.399162E+01
  0.213835E+01  0.970944E+02  0.398046E+01
  0.214054E+01  0.970000E+02  0.396465E+01
  0.214273E+01  0.959333E+02  0.398737E+01
  0.214492E+01  0.931472E+02  0.395210E+01
  0.214711E+01  0.946694E+02  0.398063E+01
  0.214930E+01  0.929972E+02  0.395294E+01
  0.215149E+01  0.919028E+02  0.395707E+01
  0.215368E+01  0.887333E+02  0.395381E+01
  0.215587E+01  0.916028E+02  0.391555E+01
  0.215806E+01  0.917028E+02  0.395188E+01
  0.216025E+01  0.895667E+02  0.392637E+01
  0.216244E+01  0.902528E+02  0.394129E+01
  0.216463E+01  0.878361E+02  0.392520E+01
  0.216682E+01  0.895833E+02  0.391278E+01
  0.216901E+01  0.879722E+02  0.394436E+01
  0.217120E+01  0.868167E+02  0.390337E+01
  0.217339E+01  0.916333E+02  0.393951E+01
  0.217559E+01  0.883056E+02  0.391323E+01
  0.217778E+01  0.872694E+02  0.391166E+01
  0.217997E+01  0.875639E+02  0.392758E+01
  0.218216E+01  0.879361E+02  0.390109E+01
  0.218435E+01  0.860806E+02  0.392115E+01
  0.218654E+01  0.875778E+02  0.389723E+01
  0.218873E+01  0.860500E+02  0.390230E+01
  0.219092E+01  0.847472E+02  0.392681E+01
  0.219311E+01  0.832139E+02  0.387469E+01
  0.219530E+01  0.833583E+02  0.390938E+01
  0.219749E+01  0.829333E+02  0.388211E+01
  0.219968E+01  0.831111E+02  0.390743E+01
  0.220187E+01  0.816306E+02  0.389959E+01
  0.220406E+01  0.819528E+02  0.388086E+01
  0.220625E+01  0.817222E+02  0.390633E+01
  0.220844E+01  0.797778E+02  0.387207E+01
  0.221063E+01  0.778639E+02  0.389408E+01
  0.221282E+01  0.779917E+02  0.388772E+01
  0.221501E+01  0.794583E+02  0.387939E+01
  0.221720E+01  0.811833E+02  0.389152E+01
  0.221939E+01  0.801778E+02  0.387267E+01
  0.222158E+01  0.799222E+02  0.388587E+01
  0.222377E+01  0.813806E+02  0.386208E+01
  0.222596E+01  0.785861E+02  0.386268E+01
  0.222815E+01  0.776056E+02  0.388726E+01
  0.223035E+01  0.792583E+02  0.385284E+01
  0.223254E+01  0.779194E+02  0.388137E+01
  0.223473E+01  0.752333E+02  0.385698E+01
  0.223692E+01  0.763056E+02  0.386662E+01
  0.223911E+01  0.773944E+02  0.385982E+01
  0.224130E+01  0.761361E+02  0.385014E+01
  0.224349E+01  0.766278E+02  0.387090E+01
  0.224568E+01  0.746028E+02  0.384472E+01
  0.224787E+01  0.744333E+02  0.385984E+01
  0.225006E+01  0.728917E+02  0.385386E+01
  0.225225E+01  0.718167E+02  0.385201E+01
  0.225444E+01  0.754278E+02  0.385676E+01
  0.225663E+01  0.741028E+02  0.384679E+01
  0.225882E+01  0.713917E+02  0.384921E+01
  0.226101E+01  0.717111E+02  0.382448E+01
  0.226320E+01  0.701167E+02  0.385337E+01
  0.226539E+01  0.712750E+02  0.384815E+01
  0.226758E+01  0.697417E+02  0.382418E+01
  0.226977E+01  0.691667E+02  0.385596E+01
  0.227196E+01  0.676389E+02  0.381406E+01
  0.227415E+01  0.697250E+02  0.384912E+01
  0.227634E+01  0.703500E+02  0.382648E+01
  0.227853E+01  0.701333E+02  0.381674E+01
  0.228072E+01  0.681694E+02  0.383138E+01
  0.228292E+01  0.683500E+02  0.382108E+01
  0.228511E+01  0.672139E+02  0.384267E+01
  0.228730E+01  0.679417E+02  0.381676E+01
  0.228949E+01  0.661528E+02  0.382445E+01
  0.229168E+01  0.657444E+02  0.383188E+01
  0.229387E+01  0.669222E+02  0.380903E+01
  0.229606E+01  0.677556E+02  0.382448E+01
  0.229825E+01  0.657722E+02  0.379901E+01
  0.230044E+01  0.656111E+02  0.382017E+01
  0.230263E+01  0.676972E+02  0.381910E+01
  0.230482E+01  0.668361E+02  0.380220E+01
  0.230701E+01  0.649000E+02  0.382184E+01
  0.230920E+01  0.623861E+02  0.380911E+01
  0.231139E+01  0.641278E+02  0.382092E+01
  0.231358E+01  0.661194E+02  0.379197E+01
  0.231577E+01  0.648722E+02  0.380365E+01
  0.231796E+01  0.632889E+02  0.380413E+01
  0.232015E+01  0.644056E+02  0.379875E+01
  0.232234E+01  0.631639E+02  0.381052E+01
  0.232453E+01  0.630889E+02  0.378399E+01
  0.232672E+01  0.614194E+02  0.381322E+01
  0.232891E+01  0.602583E+02  0.379890E+01
  0.233110E+01  0.608806E+02  0.378212E+01
  0.233329E+01  0.618444E+02  0.378209E+01
  0.233548E+01  0.608472E+02  0.378770E+01
  0.233768E+01  0.591361E+02  0.380711E+01
  0.233987E+01  0.608139E+02  0.378106E+01
  0.234206E+01  0.608583E+02  0.378644E+01
  0.234425E+01  0.602139E+02  0.378936E+01
  0.234644E+01  0.602000E+02  0.377272E+01
  0.234863E+01  0.586750E+02  0.379520E+01
  0.235082E+01  0.598417E+02  0.376536E+01
  0.235301E+01  0.596028E+02  0.377844E+01
  0.235520E+01  0.580278E+02  0.378327E+01
  0.235739E+01  0.562056E+02  0.377278E+01
  0.235958E+01  0.559417E+02  0.378912E+01
  0.236177E+01  0.569417E+02  0.374590E+01
  0.236396E+01  0.554750E+02  0.378838E+01
  0.236615E+01  0.548333E+02  0.377699E+01
  0.236834E+01  0.566417E+02  0.376932E+01
  0.237053E+01  0.569417E+02  0.377559E+01
  0.237272E+01  0.572667E+02  0.374830E+01
  0.237491E+01  0.555278E+02  0.378197E+01
  0.237710E+01  0.553833E+02  0.376362E+01
  0.237929E+01  0.544556E+02  0.376358E+01
  0.238148E+01  0.564778E+02  0.377394E+01
  0.238367E+01  0.576722E+02  0.374306E+01
  0.238586E+01  0.551972E+02  0.377767E+01
  0.238805E+01  0.557389E+02  0.374391E+01
  0.239025E+01  0.550583E+02  0.376077E+01
  0.239244E+01  0.537361E+02  0.376016E+01
  0.239463E+01  0.535500E+02  0.375508E+01
  0.239682E+01  0.506972E+02  0.375655E+01
  0.239901E+01  0.502194E+02  0.372792E+01
  0.240120E+01  0.505917E+02  0.375728E+01
  0.240339E+01  0.516333E+02  0.374168E+01
  0.240558E+01  0.515056E+02  0.375134E+01
  0.240777E+01  0.488472E+02  0.374976E+01
  0.240996E+01  0.513528E+02  0.373342E+01
  0.241215E+01  0.515528E+02  0.376488E+01
  0.241434E+01  0.513083E+02  0.372875E+01
  0.241653E+01  0.499861E+02  0.373541E+01
  0.241872E+01  0.500333E+02  0.375505E+01
  0.242091E+01  0.531722E+02  0.373311E+01
  0.242310E+01  0.512889E+02  0.375364E+01
  0.242529E+01  0.499083E+02  0.371889E+01
  0.242748E+01  0.497611E+02  0.374130E+01
  0.242967E+01  0.490361E+02  0.373745E+01
  0.243186E+01  0.487778E+02  0.374234E+01
  0.243405E+01  0.516139E+02  0.373566E+01
  0.243624E+01  0.530944E+02  0.371885E+01
  0.243843E+01  0.503750E+02  0.373379E+01
  0.244062E+01  0.507111E+02  0.372268E+01
  0.244281E+01  0.477556E+02  0.372876E+01
  0.244501E+01  0.483556E+02  0.372888E+01
  0.244720E+01  0.491750E+02  0.371347E+01
  0.244939E+01  0.508639E+02  0.375617E+01
  0.245158E+01  0.480694E+02  0.371025E+01
  0.245377E+01  0.477389E+02  0.371678E+01
  0.245596E+01  0.468750E+02  0.371920E+01
  0.245815E+01  0.457611E+02  0.371600E+01
  0.246034E+01  0.471639E+02  0.373867E+01
  0.246253E+01  0.462222E+02  0.370031E+01
  0.246472E+01  0.462583E+02  0.372210E+01
  0.246691E+01  0.447972E+02  0.371205E+01
  0.246910E+01  0.447833E+02  0.372804E+01
  0.247129E+01  0.457833E+02  0.372421E+01
  0.247348E+01  0.477556E+02  0.369378E+01
  0.247567E+01  0.461972E+02  0.372856E+01
  0.247786E+01  0.452611E+02  0.370596E+01
  0.248005E+01  0.463194E+02  0.370784E+01
  0.248224E+01  0.435861E+02  0.370941E+01
  0.248443E+01  0.435056E+02  0.370181E+01
  0.248662E+01  0.445250E+02  0.372187E+01
  0.248881E+01  0.461944E+02  0.369270E+01
  0.249100E+01  0.428556E+02  0.371187E+01
  0.249319E+01  0.447472E+02  0.369968E+01
  0.249538E+01  0.442361E+02  0.370715E+01
  0.249757E+01  0.443722E+02  0.371808E+01
  0.249977E+01  0.444667E+02  0.369163E+01
  0.250196E+01  0.462583E+02  0.371836E+01
  0.250415E+01  0.451389E+02  0.368875E+01
  0.250634E+01  0.433917E+02  0.370583E+01
  0.250853E+01  0.443111E+02  0.369536E+01
  0.251072E+01  0.451861E+02  0.368900E+01
  0.251291E+01  0.448806E+02  0.371298E+01
  0.251510E+01  0.458333E+02  0.368937E+01
  0.251729E+01  0.429944E+02  0.369530E+01
  0.251948E+01  0.438361E+02  0.368098E+01
  0.252167E+01  0.424472E+02  0.369061E+01
  0.252386E+01  0.433111E+02  0.370770E+01
  0.252605E+01  0.447472E+02  0.367391E+01
  0.252824E+01  0.458750E+02  0.368380E+01
  0.253043E+01  0.440694E+02  0.367652E+01
  0.253262E+01  0.430056E+02  0.369150E+01
