Sample description: chromixs
Sample: chromixs  c= 0 mg/ml  Code: chromixs
  1.609890e+00   1.684845e+02   1.003008e+01
  1.612660e+00   1.674644e+02   1.001510e+01
  1.615420e+00   1.517106e+02   9.932322e+00
  1.618190e+00   1.552330e+02   1.001750e+01
  1.620950e+00   1.614247e+02   9.946974e+00
  1.623720e+00   1.461929e+02   9.938269e+00
  1.626480e+00   1.379985e+02   9.938688e+00
  1.629240e+00   1.291763e+02   9.898887e+00
  1.632010e+00   1.433890e+02   9.973358e+00
  1.634770e+00   1.420951e+02   9.831984e+00
  1.637540e+00   1.491211e+02   9.932256e+00
  1.640300e+00   1.355170e+02   9.875565e+00
  1.643060e+00   1.373836e+02   9.906282e+00
  1.645830e+00   1.262095e+02   9.880602e+00
  1.648590e+00   1.446914e+02   9.845100e+00
  1.651360e+00   1.009524e+02   9.872961e+00
  1.654120e+00   1.042739e+02   9.797050e+00
  1.656890e+00   1.126709e+02   9.865912e+00
  1.659650e+00   1.035059e+02   9.784716e+00
  1.662410e+00   9.507967e+01   9.795860e+00
  1.665180e+00   1.183254e+02   9.811869e+00
  1.667940e+00   8.224433e+01   9.747544e+00
  1.670710e+00   9.257519e+01   9.791609e+00
  1.673470e+00   1.083558e+02   9.720134e+00
  1.676240e+00   1.051587e+02   9.755434e+00
  1.679000e+00   9.576521e+01   9.776977e+00
  1.681760e+00   9.361693e+01   9.661824e+00
  1.684530e+00   8.410094e+01   9.717750e+00
  1.687290e+00   8.408377e+01   9.658887e+00
  1.690060e+00   7.984974e+01   9.705534e+00
  1.692820e+00   6.862104e+01   9.684128e+00
  1.695590e+00   7.421213e+01   9.620136e+00
  1.698350e+00   8.966512e+01   9.720828e+00
  1.701110e+00   8.186685e+01   9.600644e+00
  1.703880e+00   6.165472e+01   9.633878e+00
  1.706640e+00   7.841819e+01   9.624783e+00
  1.709410e+00   8.220197e+01   9.617787e+00
  1.712170e+00   7.531895e+01   9.664105e+00
  1.714930e+00   7.373596e+01   9.609397e+00
  1.717700e+00   7.796446e+01   9.614621e+00
  1.720460e+00   7.441845e+01   9.579231e+00
  1.723230e+00   7.865130e+01   9.616501e+00
  1.725990e+00   4.473991e+01   9.642142e+00
  1.728760e+00   4.549009e+01   9.577479e+00
  1.731520e+00   5.515723e+01   9.613385e+00
  1.734280e+00   5.567855e+01   9.575918e+00
  1.737050e+00   7.043802e+01   9.593419e+00
  1.739810e+00   5.082473e+01   9.538950e+00
  1.742580e+00   5.324886e+01   9.582051e+00
  1.745340e+00   4.210581e+01   9.574713e+00
  1.748110e+00   5.247187e+01   9.551748e+00
  1.750870e+00   5.182945e+01   9.550955e+00
  1.753630e+00   4.268313e+01   9.482861e+00
  1.756400e+00   4.113895e+01   9.553434e+00
  1.759160e+00   5.143122e+01   9.540302e+00
  1.761930e+00   4.467044e+01   9.517719e+00
  1.764690e+00   5.081385e+01   9.520874e+00
  1.767460e+00   5.691576e+01   9.446742e+00
  1.770220e+00   5.270068e+01   9.524065e+00
  1.772980e+00   5.716094e+01   9.502856e+00
  1.775750e+00   4.074798e+01   9.438165e+00
  1.778510e+00   4.773011e+01   9.505331e+00
  1.781280e+00   4.284412e+01   9.452843e+00
  1.784040e+00   4.908574e+01   9.509907e+00
  1.786810e+00   4.376545e+01   9.411451e+00
  1.789570e+00   4.216716e+01   9.412890e+00
  1.792330e+00   4.289543e+01   9.458063e+00
  1.795100e+00   5.007707e+01   9.422234e+00
  1.797860e+00   4.337861e+01   9.464919e+00
  1.800630e+00   5.071521e+01   9.366657e+00
  1.803390e+00   3.616391e+01   9.402344e+00
  1.806150e+00   3.906549e+01   9.424980e+00
  1.808920e+00   3.477078e+01   9.374688e+00
  1.811680e+00   2.958183e+01   9.431193e+00
  1.814450e+00   3.477774e+01   9.324351e+00
  1.817210e+00   4.215375e+01   9.393109e+00
  1.819980e+00   4.840275e+01   9.356578e+00
  1.822740e+00   3.420975e+01   9.334282e+00
  1.825500e+00   2.720996e+01   9.367044e+00
  1.828270e+00   3.392865e+01   9.352597e+00
  1.831030e+00   2.779614e+01   9.432300e+00
  1.833800e+00   4.351480e+01   9.332725e+00
  1.836560e+00   4.581875e+01   9.406468e+00
  1.839330e+00   5.549519e+01   9.418662e+00
  1.842090e+00   5.231104e+01   9.413044e+00
  1.844850e+00   3.725379e+01   9.449277e+00
  1.847620e+00   4.205712e+01   9.378549e+00
  1.850380e+00   3.621660e+01   9.443778e+00
  1.853150e+00   4.648297e+01   9.422239e+00
  1.855910e+00   3.941179e+01   9.374198e+00
  1.858680e+00   3.378043e+01   9.423259e+00
  1.861440e+00   4.723630e+01   9.356985e+00
  1.864200e+00   3.931058e+01   9.436665e+00
  1.866970e+00   4.448178e+01   9.354680e+00
  1.869730e+00   5.631611e+01   9.331998e+00
  1.872500e+00   5.842645e+01   9.360951e+00
  1.875260e+00   4.075112e+01   9.303066e+00
  1.878020e+00   5.699801e+01   9.403736e+00
  1.880790e+00   4.243882e+01   9.270293e+00
  1.883550e+00   4.740768e+01   9.299543e+00
  1.886320e+00   3.312611e+01   9.313654e+00
  1.889080e+00   4.447188e+01   9.244428e+00
  1.891850e+00   4.400469e+01   9.290259e+00
  1.894610e+00   6.056857e+01   9.237643e+00
  1.897370e+00   4.002117e+01   9.276614e+00
  1.900140e+00   3.983198e+01   9.258289e+00
  1.902900e+00   5.800887e+01   9.206784e+00
  1.905670e+00   4.391390e+01   9.237695e+00
  1.908430e+00   4.764846e+01   9.188198e+00
  1.911200e+00   5.467870e+01   9.251454e+00
  1.913960e+00   5.013231e+01   9.176305e+00
  1.916720e+00   4.588438e+01   9.189159e+00
  1.919490e+00   5.784705e+01   9.184706e+00
  1.922250e+00   6.216812e+01   9.175104e+00
  1.925020e+00   6.549411e+01   9.206500e+00
  1.927780e+00   5.979694e+01   9.108977e+00
  1.930550e+00   4.209891e+01   9.150710e+00
  1.933310e+00   6.119205e+01   9.145252e+00
  1.936070e+00   7.159888e+01   9.161833e+00
  1.938840e+00   6.178273e+01   9.116685e+00
  1.941600e+00   6.064282e+01   9.066629e+00
  1.944370e+00   5.667406e+01   9.154499e+00
  1.947130e+00   6.375375e+01   9.114684e+00
  1.949890e+00   5.282134e+01   9.106137e+00
  1.952660e+00   4.592908e+01   9.081076e+00
  1.955420e+00   5.638634e+01   9.072135e+00
  1.958190e+00   5.117469e+01   9.090661e+00
  1.960950e+00   4.297391e+01   9.057378e+00
  1.963720e+00   5.299988e+01   9.065219e+00
  1.966480e+00   5.746390e+01   9.095941e+00
  1.969240e+00   5.573181e+01   9.029340e+00
  1.972010e+00   5.815219e+01   9.097447e+00
  1.974770e+00   7.256517e+01   8.980356e+00
  1.977540e+00   6.355669e+01   9.200117e+00
  1.980300e+00   5.893091e+01   9.234158e+00
  1.983070e+00   5.204699e+01   9.322182e+00
  1.985830e+00   6.886672e+01   9.352185e+00
  1.988590e+00   5.926654e+01   9.371653e+00
  1.991360e+00   6.072218e+01   9.387006e+00
  1.994120e+00   5.530443e+01   9.449026e+00
  1.996890e+00   6.457236e+01   9.446969e+00
  1.999650e+00   7.047377e+01   9.488893e+00
  2.002420e+00   6.299610e+01   9.541548e+00
  2.005180e+00   5.705400e+01   9.542708e+00
  2.007940e+00   4.150695e+01   9.618807e+00
  2.010710e+00   6.300210e+01   9.588187e+00
  2.013470e+00   5.751213e+01   9.704319e+00
  2.016240e+00   4.818237e+01   9.666775e+00
  2.019000e+00   5.650923e+01   9.733584e+00
  2.021760e+00   4.755559e+01   9.751602e+00
  2.024530e+00   8.405109e+01   9.739306e+00
  2.027290e+00   5.640169e+01   9.763297e+00
  2.030060e+00   5.222819e+01   9.808027e+00
  2.032820e+00   7.091802e+01   9.808218e+00
  2.035590e+00   6.600924e+01   9.829733e+00
  2.038350e+00   5.716892e+01   9.658173e+00
  2.041110e+00   5.261646e+01   9.560602e+00
  2.043880e+00   5.316382e+01   9.539080e+00
  2.046640e+00   5.811184e+01   9.467871e+00
  2.049410e+00   6.836100e+01   9.451457e+00
  2.052170e+00   6.496986e+01   9.414218e+00
  2.054940e+00   5.411743e+01   9.370259e+00
  2.057700e+00   5.759679e+01   9.372975e+00
  2.060460e+00   4.762962e+01   9.297921e+00
  2.063230e+00   6.388411e+01   9.330126e+00
  2.065990e+00   6.170298e+01   9.340554e+00
  2.068760e+00   7.442031e+01   9.246347e+00
  2.071520e+00   4.943247e+01   9.316726e+00
  2.074290e+00   4.806102e+01   9.221704e+00
  2.077050e+00   5.348607e+01   9.283672e+00
  2.079810e+00   5.531341e+01   9.196950e+00
  2.082580e+00   4.444700e+01   9.201257e+00
  2.085340e+00   5.154885e+01   9.260882e+00
  2.088110e+00   6.054631e+01   9.146470e+00
  2.090870e+00   5.627641e+01   9.263330e+00
  2.093630e+00   7.977797e+01   9.152375e+00
  2.096400e+00   4.704086e+01   9.190968e+00
  2.099160e+00   4.223687e+01   9.189426e+00
  2.101930e+00   5.142445e+01   9.130642e+00
  2.104690e+00   4.257226e+01   9.162482e+00
  2.107460e+00   6.039168e+01   9.111127e+00
  2.110220e+00   5.433394e+01   9.141726e+00
  2.112980e+00   4.863255e+01   9.162681e+00
  2.115750e+00   4.253298e+01   9.046341e+00
  2.118510e+00   5.202675e+01   9.165457e+00
  2.121280e+00   4.527411e+01   9.023285e+00
  2.124040e+00   4.244750e+01   9.144346e+00
  2.126810e+00   3.596344e+01   9.060375e+00
  2.129570e+00   6.391946e+01   9.031058e+00
  2.132330e+00   4.735214e+01   9.073674e+00
  2.135100e+00   5.156823e+01   9.048312e+00
  2.137860e+00   6.202948e+01   9.043681e+00
  2.140630e+00   3.234999e+01   9.009934e+00
  2.143390e+00   5.763300e+01   9.056652e+00
  2.146160e+00   7.912329e+01   9.028722e+00
  2.148920e+00   5.499148e+01   8.988311e+00
  2.151680e+00   4.761676e+01   9.052410e+00
  2.154450e+00   5.534781e+01   8.967682e+00
  2.157210e+00   5.619313e+01   8.989748e+00
  2.159980e+00   4.892453e+01   9.014617e+00
  2.162740e+00   4.027563e+01   8.910774e+00
  2.165500e+00   3.194723e+01   9.018743e+00
  2.168270e+00   4.467202e+01   8.922547e+00
  2.171030e+00   4.579861e+01   9.011429e+00
  2.173800e+00   5.680995e+01   8.927158e+00
  2.176560e+00   4.071054e+01   8.935616e+00
  2.179330e+00   3.837534e+01   8.929394e+00
  2.182090e+00   4.167026e+01   8.894674e+00
  2.184850e+00   4.749483e+01   8.919431e+00
  2.187620e+00   5.106593e+01   8.868897e+00
  2.190380e+00   4.860433e+01   8.910272e+00
  2.193150e+00   2.986150e+01   8.893141e+00
  2.195910e+00   3.496225e+01   8.815342e+00
  2.198680e+00   4.113391e+01   8.885814e+00
  2.201440e+00   3.147296e+01   8.828706e+00
  2.204200e+00   4.015374e+01   8.876558e+00
  2.206970e+00   4.833915e+01   8.842962e+00
  2.209730e+00   4.392227e+01   8.819009e+00
  2.212500e+00   3.457568e+01   8.843269e+00
  2.215260e+00   4.503676e+01   8.786735e+00
  2.218030e+00   3.897991e+01   8.868670e+00
  2.220790e+00   3.256186e+01   8.757278e+00
  2.223550e+00   2.964050e+01   8.852515e+00
  2.226320e+00   4.150512e+01   8.792899e+00
  2.229080e+00   3.509564e+01   8.764279e+00
  2.231850e+00   4.854010e+01   8.820931e+00
  2.234610e+00   4.943000e+01   8.763045e+00
  2.237370e+00   4.840333e+01   8.826771e+00
  2.240140e+00   5.332851e+01   8.823996e+00
  2.242900e+00   2.457874e+01   8.756571e+00
  2.245670e+00   4.915021e+01   8.806684e+00
  2.248430e+00   2.410064e+01   8.740805e+00
  2.251200e+00   4.402356e+01   8.817813e+00
  2.253960e+00   4.807982e+01   8.762846e+00
  2.256720e+00   3.242739e+01   8.771939e+00
  2.259490e+00   4.276513e+01   8.790292e+00
  2.262250e+00   3.211380e+01   8.725537e+00
  2.265020e+00   2.971421e+01   8.791745e+00
  2.267780e+00   3.864650e+01   8.696051e+00
  2.270550e+00   2.553593e+01   8.746120e+00
  2.273310e+00   2.992136e+01   8.755164e+00
  2.276070e+00   3.096257e+01   8.704130e+00
  2.278840e+00   3.608258e+01   8.750835e+00
  2.281600e+00   2.948506e+01   8.648470e+00
  2.284370e+00   2.917965e+01   8.706512e+00
  2.287130e+00   3.624134e+01   8.692670e+00
  2.289900e+00   4.016539e+01   8.686437e+00
  2.292660e+00   2.760945e+01   8.704702e+00
  2.295420e+00   1.649890e+01   8.673116e+00
  2.298190e+00   2.727254e+01   8.705342e+00
  2.300950e+00   3.092233e+01   8.663895e+00
  2.303720e+00   3.534978e+01   8.710293e+00
  2.306480e+00   3.237587e+01   8.735978e+00
  2.309240e+00   3.480712e+01   8.694566e+00
  2.312010e+00   2.578655e+01   8.789288e+00
  2.314770e+00   4.467089e+01   8.669601e+00
  2.317540e+00   4.234022e+01   8.778957e+00
  2.320300e+00   4.202572e+01   8.757429e+00
  2.323070e+00   3.997891e+01   8.810256e+00
  2.325830e+00   3.187249e+01   8.750698e+00
  2.328590e+00   3.636296e+01   8.748729e+00
  2.331360e+00   3.380020e+01   8.797654e+00
  2.334120e+00   3.431826e+01   8.790280e+00
  2.336890e+00   3.494400e+01   8.786557e+00
  2.339650e+00   2.091681e+01   8.768863e+00
  2.342420e+00   3.660595e+01   8.767503e+00
  2.345180e+00   3.205685e+01   8.770790e+00
  2.347940e+00   1.365278e+01   8.695064e+00
  2.350710e+00   4.000505e+01   8.732244e+00
  2.353470e+00   3.747274e+01   8.758811e+00
  2.356240e+00   1.898727e+01   8.679025e+00
  2.359000e+00   3.248741e+01   8.743469e+00
  2.361770e+00   4.306756e+01   8.640881e+00
  2.364530e+00   3.413711e+01   8.712100e+00
  2.367290e+00   3.096889e+01   8.650437e+00
  2.370060e+00   2.500626e+01   8.705576e+00
  2.372820e+00   2.111421e+01   8.672287e+00
  2.375590e+00   1.701588e+01   8.625203e+00
  2.378350e+00   4.258084e+01   8.689878e+00
  2.381110e+00   2.566763e+01   8.630948e+00
  2.383880e+00   3.175343e+01   8.620146e+00
  2.386640e+00   3.658690e+01   8.632943e+00
  2.389410e+00   2.801861e+01   8.626101e+00
  2.392170e+00   2.484164e+01   8.666174e+00
  2.394940e+00   2.429398e+01   8.547643e+00
  2.397700e+00   1.855550e+01   8.601427e+00
  2.400460e+00   2.168130e+01   8.587275e+00
  2.403230e+00   2.623600e+01   8.605455e+00
  2.405990e+00   3.020408e+01   8.598574e+00
  2.408760e+00   3.179055e+01   8.523030e+00
  2.411520e+00   2.044114e+01   8.613196e+00
  2.414290e+00   3.567990e+01   8.530491e+00
  2.417050e+00   4.093117e+01   8.574361e+00
  2.419810e+00   4.214582e+01   8.534822e+00
  2.422580e+00   3.890091e+01   8.503980e+00
  2.425340e+00   3.012727e+01   8.554335e+00
  2.428110e+00   3.752075e+01   8.482299e+00
  2.430870e+00   3.225384e+01   8.502985e+00
  2.433640e+00   3.548629e+01   8.460839e+00
  2.436400e+00   2.765281e+01   8.455868e+00
  2.439160e+00   4.046992e+01   8.495799e+00
  2.441930e+00   2.490878e+01   8.432416e+00
  2.444690e+00   3.415533e+01   8.446751e+00
  2.447460e+00   3.266192e+01   8.450071e+00
  2.450220e+00   3.586452e+01   8.420948e+00
  2.452990e+00   3.083001e+01   8.445310e+00
  2.455750e+00   3.854228e+01   8.426589e+00
  2.458510e+00   1.960863e+01   8.452287e+00
  2.461280e+00   3.742484e+01   8.433392e+00
  2.464040e+00   2.048242e+01   8.456043e+00
  2.466810e+00   2.565246e+01   8.411641e+00
  2.469570e+00   2.326002e+01   8.402629e+00
  2.472330e+00   4.083255e+01   8.459276e+00
  2.475100e+00   2.881618e+01   8.432084e+00
  2.477860e+00   3.276461e+01   8.438032e+00
  2.480630e+00   3.859238e+01   8.402280e+00
  2.483390e+00   4.357086e+01   8.442557e+00
  2.486160e+00   4.199796e+01   8.418148e+00
  2.488920e+00   2.989448e+01   8.376710e+00
  2.491680e+00   1.966166e+01   8.415086e+00
  2.494450e+00   2.045683e+01   8.355534e+00
  2.497210e+00   4.402839e+01   8.415631e+00
  2.499980e+00   3.057841e+01   8.413401e+00
  2.502740e+00   3.114091e+01   8.345608e+00
  2.505510e+00   2.472520e+01   8.420991e+00
  2.508270e+00   2.340738e+01   8.327621e+00
  2.511030e+00   1.911814e+01   8.431896e+00
  2.513800e+00   2.957421e+01   8.345367e+00
  2.516560e+00   3.119235e+01   8.362703e+00
  2.519330e+00   3.468274e+01   8.368607e+00
  2.522090e+00   1.889236e+01   8.343769e+00
  2.524860e+00   2.706045e+01   8.362200e+00
  2.527620e+00   3.615358e+01   8.321131e+00
  2.530380e+00   1.899693e+01   8.372603e+00
  2.533150e+00   3.430337e+01   8.359260e+00
  2.535910e+00   3.007840e+01   8.312909e+00
  2.538680e+00   3.163022e+01   8.344746e+00
  2.541440e+00   2.837445e+01   8.321237e+00
  2.544200e+00   2.789057e+01   8.348147e+00
  2.546970e+00   1.315483e+01   8.307170e+00
  2.549730e+00   4.217398e+01   8.318485e+00
  2.552500e+00   2.135055e+01   8.332690e+00
  2.555260e+00   5.047088e+01   8.291283e+00
  2.558030e+00   3.965374e+01   8.329397e+00
  2.560790e+00   2.917735e+01   8.277966e+00
  2.563550e+00   2.196893e+01   8.421685e+00
  2.566320e+00   3.147434e+01   8.529176e+00
  2.569080e+00   3.777674e+01   8.600388e+00
  2.571850e+00   3.636220e+01   8.584164e+00
  2.574610e+00   4.298595e+01   8.620588e+00
  2.577380e+00   2.761165e+01   8.703918e+00
  2.580140e+00   1.652535e+01   8.723520e+00
  2.582900e+00   3.431278e+01   8.729447e+00
  2.585670e+00   2.417015e+01   8.755575e+00
  2.588430e+00   4.105681e+01   8.770004e+00
  2.591200e+00   2.493038e+01   8.839393e+00
  2.593960e+00   3.060048e+01   8.851151e+00
  2.596730e+00   1.846038e+01   8.859435e+00
  2.599490e+00   4.583077e+01   8.899160e+00
  2.602250e+00   2.917095e+01   8.846998e+00
  2.605020e+00   2.182739e+01   8.931513e+00
  2.607780e+00   4.756334e+01   8.882406e+00
  2.610550e+00   2.554070e+01   8.962213e+00
  2.613310e+00   2.069730e+01   8.957607e+00
  2.616070e+00   2.262331e+01   9.006987e+00
  2.618840e+00   2.114053e+01   9.022687e+00
  2.621600e+00   2.810581e+01   8.932256e+00
  2.624370e+00   3.730702e+01   8.919854e+00
  2.627130e+00   2.981767e+01   8.797152e+00
  2.629900e+00   1.805202e+01   8.730786e+00
  2.632660e+00   2.209303e+01   8.755176e+00
  2.635420e+00   1.637667e+01   8.617323e+00
  2.638190e+00   2.384691e+01   8.692534e+00
  2.640950e+00   4.020439e+01   8.610551e+00
  2.643720e+00   3.061640e+01   8.598027e+00
  2.646480e+00   2.075677e+01   8.640704e+00
  2.649250e+00   1.080784e+01   8.539294e+00
  2.652010e+00   2.668446e+01   8.600365e+00
  2.654770e+00   2.844851e+01   8.491050e+00
  2.657540e+00   3.420314e+01   8.562294e+00
  2.660300e+00   3.001431e+01   8.576869e+00
  2.663070e+00   2.943764e+01   8.530082e+00
  2.665830e+00   4.577950e+01   8.568479e+00
  2.668600e+00   4.411263e+01   8.438236e+00
  2.671360e+00   3.833125e+01   8.509847e+00
  2.674120e+00   2.612386e+01   8.494721e+00
  2.676890e+00   1.952423e+01   8.434791e+00
  2.679650e+00   1.023723e+01   8.458317e+00
  2.682420e+00   4.502411e+01   8.408482e+00
  2.685180e+00   3.964341e+01   8.442611e+00
  2.687940e+00   2.537701e+01   8.368578e+00
  2.690710e+00   2.806633e+01   8.349010e+00
  2.693470e+00   3.752352e+01   8.400515e+00
  2.696240e+00   4.973358e+01   8.325795e+00
  2.699000e+00   4.894357e+01   8.371975e+00
  2.701770e+00   3.725939e+01   8.286221e+00
  2.704530e+00   3.895088e+01   8.344861e+00
  2.707290e+00   3.710712e+01   8.340665e+00
  2.710060e+00   2.924105e+01   8.306088e+00
  2.712820e+00   2.472660e+01   8.312060e+00
  2.715590e+00   2.584679e+01   8.280136e+00
  2.718350e+00   2.954843e+01   8.325767e+00
  2.721120e+00   3.636764e+01   8.288381e+00
  2.723880e+00   1.871503e+01   8.276045e+00
  2.726640e+00   2.888196e+01   8.300614e+00
  2.729410e+00   2.065510e+01   8.259919e+00
  2.732170e+00   4.039686e+01   8.325846e+00
  2.734940e+00   1.885131e+01   8.243321e+00
  2.737700e+00   3.124453e+01   8.285507e+00
  2.740470e+00   3.062193e+01   8.281133e+00
  2.743230e+00   4.257273e+01   8.253729e+00
  2.745990e+00   3.859735e+01   8.286705e+00
  2.748760e+00   2.870087e+01   8.191912e+00
  2.751520e+00   3.913081e+01   8.289168e+00
  2.754290e+00   2.206399e+01   8.216596e+00
  2.757050e+00   3.055989e+01   8.252720e+00
  2.759810e+00   2.031024e+01   8.174774e+00
  2.762580e+00   3.177459e+01   8.205129e+00
  2.765340e+00   2.999323e+01   8.245035e+00
  2.768110e+00   2.464858e+01   8.182786e+00
  2.770870e+00   3.800624e+01   8.207634e+00
  2.773640e+00   1.308547e+01   8.156343e+00
  2.776400e+00   2.207959e+01   8.195361e+00
  2.779160e+00   2.007594e+01   8.207470e+00
  2.781930e+00   3.432657e+01   8.143105e+00
  2.784690e+00   3.607290e+01   8.201169e+00
  2.787460e+00   3.149327e+01   8.190436e+00
  2.790220e+00   3.162255e+01   8.190272e+00
  2.792990e+00   4.584072e+01   8.188757e+00
  2.795750e+00   4.157983e+01   8.140795e+00
  2.798510e+00   2.702687e+01   8.178687e+00
  2.801280e+00   3.248056e+01   8.154816e+00
  2.804040e+00   3.793101e+01   8.178456e+00
  2.806810e+00   2.677293e+01   8.141355e+00
  2.809570e+00   3.723136e+01   8.116219e+00
  2.812340e+00   1.991534e+01   8.161491e+00
  2.815100e+00   2.933234e+01   8.155844e+00
  2.817860e+00   2.767422e+01   8.132564e+00
  2.820630e+00   4.254531e+01   8.145235e+00
  2.823390e+00   3.202770e+01   8.112237e+00
  2.826160e+00   3.387112e+01   8.151009e+00
  2.828920e+00   4.054871e+01   8.106431e+00
  2.831680e+00   2.287443e+01   8.111372e+00
  2.834450e+00   3.068013e+01   8.135777e+00
  2.837210e+00   2.521296e+01   8.107347e+00
  2.839980e+00   2.644174e+01   8.111841e+00
  2.842740e+00   1.886809e+01   8.072922e+00
  2.845510e+00   2.213422e+01   8.109415e+00
  2.848270e+00   2.843041e+01   8.122156e+00
  2.851030e+00   3.074854e+01   8.076533e+00
  2.853800e+00   2.406788e+01   8.095031e+00
  2.856560e+00   2.233244e+01   8.088958e+00
  2.859330e+00   3.269359e+01   8.067423e+00
  2.862090e+00   4.217369e+01   8.094788e+00
  2.864860e+00   2.690835e+01   8.055829e+00
  2.867620e+00   4.213250e+01   8.090980e+00
  2.870380e+00   2.103867e+01   8.073362e+00
  2.873150e+00   3.396083e+01   8.076294e+00
  2.875910e+00   4.281440e+01   8.052803e+00
  2.878680e+00   5.289460e+01   8.066042e+00
  2.881440e+00   3.730680e+01   8.058371e+00
  2.884210e+00   3.027951e+01   8.075737e+00
  2.886970e+00   2.623492e+01   8.056604e+00
  2.889730e+00   3.652287e+01   8.046752e+00
  2.892500e+00   2.963681e+01   8.087762e+00
  2.895260e+00   4.439836e+01   8.002171e+00
  2.898030e+00   2.354249e+01   8.044969e+00
  2.900790e+00   3.744981e+01   8.028453e+00
  2.903550e+00   3.400256e+01   8.043618e+00
  2.906320e+00   3.514023e+01   8.053610e+00
  2.909080e+00   3.140419e+01   8.030783e+00
  2.911850e+00   3.426845e+01   8.013127e+00
  2.914610e+00   3.438644e+01   8.011396e+00
  2.917380e+00   3.811627e+01   8.018520e+00
  2.920140e+00   3.429988e+01   8.028123e+00
  2.922900e+00   1.548230e+01   7.994978e+00
  2.925670e+00   2.625938e+01   8.051423e+00
  2.928430e+00   4.009452e+01   7.948681e+00
  2.931200e+00   1.987243e+01   8.036924e+00
  2.933960e+00   3.003518e+01   8.010810e+00
  2.936730e+00   3.040763e+01   7.960222e+00
  2.939490e+00   2.065312e+01   8.061066e+00
  2.942250e+00   3.416336e+01   7.956582e+00
  2.945020e+00   3.244483e+01   8.002052e+00
  2.947780e+00   2.647696e+01   7.959271e+00
  2.950550e+00   4.273483e+01   7.979262e+00
  2.953310e+00   3.315280e+01   8.036685e+00
  2.956080e+00   3.067647e+01   7.953626e+00
  2.958840e+00   3.745026e+01   8.003396e+00
  2.961600e+00   2.035195e+01   7.939720e+00
  2.964370e+00   3.178673e+01   7.966531e+00
  2.967130e+00   2.241813e+01   8.000295e+00
  2.969900e+00   3.637486e+01   7.924709e+00
  2.972660e+00   4.496599e+01   8.016831e+00
  2.975420e+00   3.789510e+01   7.937887e+00
  2.978190e+00   2.657960e+01   7.981354e+00
  2.980950e+00   4.761196e+01   7.944215e+00
  2.983720e+00   2.237211e+01   7.929076e+00
  2.986480e+00   4.983167e+01   7.980309e+00
  2.989250e+00   3.308458e+01   7.928181e+00
  2.992010e+00   2.974812e+01   7.968126e+00
  2.994770e+00   3.826188e+01   7.923025e+00
  2.997540e+00   3.478641e+01   7.948213e+00
  3.000300e+00   3.148952e+01   7.926310e+00
  3.003070e+00   3.772025e+01   7.937680e+00
  3.005830e+00   3.119182e+01   7.951878e+00
  3.008600e+00   3.817853e+01   7.926960e+00
  3.011360e+00   3.151726e+01   7.934817e+00
  3.014120e+00   3.846376e+01   7.944442e+00
  3.016890e+00   2.277274e+01   7.877974e+00
  3.019650e+00   4.127852e+01   7.953326e+00
  3.022420e+00   3.179169e+01   7.875744e+00
  3.025180e+00   1.446273e+01   7.928891e+00
  3.027950e+00   3.057655e+01   7.878610e+00
  3.030710e+00   2.696847e+01   7.866923e+00
  3.033470e+00   3.144271e+01   7.887470e+00
  3.036240e+00   3.387082e+01   7.869659e+00
  3.039000e+00   4.522808e+01   7.909758e+00
  3.041770e+00   4.163701e+01   7.858484e+00
  3.044530e+00   3.055864e+01   7.890188e+00
  3.047290e+00   4.329957e+01   7.856814e+00
  3.050060e+00   3.597021e+01   7.844585e+00
  3.052820e+00   4.258873e+01   7.885633e+00
  3.055590e+00   3.678265e+01   7.829601e+00
  3.058350e+00   3.188625e+01   7.890347e+00
  3.061120e+00   4.425991e+01   7.855582e+00
  3.063880e+00   3.891069e+01   7.842039e+00
  3.066640e+00   3.791757e+01   7.877121e+00
  3.069410e+00   2.622018e+01   7.826095e+00
  3.072170e+00   3.600341e+01   7.915506e+00
  3.074940e+00   2.213129e+01   7.821377e+00
  3.077700e+00   2.187615e+01   7.863202e+00
  3.080470e+00   2.381771e+01   7.857687e+00
  3.083230e+00   3.377418e+01   7.860365e+00
  3.085990e+00   2.747898e+01   7.886041e+00
  3.088760e+00   3.814245e+01   7.817138e+00
  3.091520e+00   4.093258e+01   7.888784e+00
  3.094290e+00   3.602223e+01   7.857574e+00
  3.097050e+00   3.664521e+01   7.828776e+00
  3.099820e+00   3.990527e+01   7.858489e+00
  3.102580e+00   3.484990e+01   7.810926e+00
  3.105340e+00   2.847096e+01   7.880222e+00
  3.108110e+00   3.107165e+01   7.833762e+00
  3.110870e+00   3.379602e+01   7.837643e+00
  3.113640e+00   2.166603e+01   7.844921e+00
  3.116400e+00   2.585545e+01   7.786403e+00
  3.119170e+00   3.673766e+01   7.877223e+00
  3.121930e+00   4.103585e+01   7.820239e+00
  3.124690e+00   2.762269e+01   7.812738e+00
  3.127460e+00   2.766594e+01   7.852052e+00
  3.130220e+00   3.391976e+01   7.798651e+00
  3.132990e+00   1.689981e+01   7.832224e+00
  3.135750e+00   2.879685e+01   7.748690e+00
  3.138510e+00   3.574601e+01   7.834286e+00
  3.141280e+00   4.285788e+01   7.817404e+00
  3.144040e+00   1.677006e+01   7.782638e+00
  3.146810e+00   2.632438e+01   7.794416e+00
  3.149570e+00   3.036787e+01   7.869354e+00
