
Sample:   c= 0 mg/ml  Code: 
 1.869390e-001  1.534800e-003  4.368172e-004
 1.873280e-001  2.043158e-003  4.357915e-004
 1.877180e-001  2.267722e-003  4.296269e-004
 1.881080e-001  1.959315e-003  4.382875e-004
 1.884970e-001  1.649227e-003  4.332904e-004
 1.888870e-001  1.629457e-003  4.403033e-004
 1.892760e-001  2.486950e-003  4.460728e-004
 1.896660e-001  2.156463e-003  4.285526e-004
 1.900550e-001  1.701597e-003  4.397235e-004
 1.904450e-001  1.929106e-003  4.360446e-004
 1.908350e-001  2.283556e-003  4.320871e-004
 1.912240e-001  1.698903e-003  4.272933e-004
 1.916140e-001  2.538635e-003  4.244787e-004
 1.920030e-001  1.776843e-003  4.285240e-004
 1.923930e-001  1.890314e-003  4.225492e-004
 1.927820e-001  1.374380e-003  4.341983e-004
 1.931720e-001  1.735717e-003  4.331380e-004
 1.935620e-001  1.670459e-003  4.362252e-004
 1.939510e-001  1.552632e-003  4.331802e-004
 1.943410e-001  1.470085e-003  4.344872e-004
 1.947300e-001  1.871903e-003  4.348323e-004
 1.951200e-001  1.793107e-003  4.293921e-004
 1.955090e-001  1.856287e-003  4.338309e-004
 1.958990e-001  2.153850e-003  4.273668e-004
 1.962880e-001  1.972105e-003  4.385730e-004
 1.966780e-001  1.372654e-003  4.407414e-004
 1.970670e-001  1.710736e-003  4.444401e-004
 1.974570e-001  2.503351e-003  4.528452e-004
 1.978470e-001  1.926911e-003  4.580187e-004
 1.982360e-001  2.127826e-003  4.533683e-004
 1.986260e-001  1.555611e-003  4.617488e-004
 1.990150e-001  1.658723e-003  4.580892e-004
 1.994050e-001  1.694729e-003  4.579524e-004
 1.997940e-001  2.022315e-003  4.531975e-004
 2.001840e-001  1.059127e-003  4.662835e-004
 2.005730e-001  1.946902e-003  4.652603e-004
 2.009630e-001  1.084268e-003  4.658053e-004
 2.013520e-001  1.483672e-003  4.681592e-004
 2.017420e-001  2.173560e-003  4.613341e-004
 2.021310e-001  1.677120e-003  4.645707e-004
 2.025210e-001  1.713767e-003  4.727136e-004
 2.029100e-001  1.461735e-003  4.667180e-004
 2.033000e-001  1.904361e-003  4.587133e-004
 2.036890e-001  2.061744e-003  4.563139e-004
 2.040790e-001  1.868845e-003  4.478180e-004
 2.044680e-001  1.566004e-003  4.433855e-004
 2.048580e-001  1.201844e-003  4.499555e-004
 2.052470e-001  1.928046e-003  4.472746e-004
 2.056370e-001  1.582272e-003  4.496521e-004
 2.060260e-001  1.759017e-003  4.481323e-004
 2.064160e-001  1.501912e-003  4.475635e-004
 2.068050e-001  1.977240e-003  4.443141e-004
 2.071950e-001  1.455365e-003  4.391970e-004
 2.075840e-001  1.290246e-003  4.416226e-004
 2.079740e-001  1.275021e-003  4.371301e-004
 2.083630e-001  1.655080e-003  4.350488e-004
 2.087530e-001  1.702145e-003  4.462247e-004
 2.091420e-001  1.349686e-003  4.400298e-004
 2.095320e-001  1.844715e-003  4.506163e-004
 2.099210e-001  2.263784e-003  4.463848e-004
 2.103110e-001  1.747927e-003  4.447609e-004
 2.107000e-001  1.415592e-003  4.479677e-004
 2.110900e-001  1.911350e-003  4.386759e-004
 2.114790e-001  1.512657e-003  4.401520e-004
 2.118690e-001  1.697881e-003  4.393342e-004
 2.122580e-001  1.945561e-003  4.373010e-004
 2.126480e-001  1.569122e-003  4.344279e-004
 2.130370e-001  1.708827e-003  4.347727e-004
 2.134260e-001  1.206222e-003  4.280400e-004
 2.138160e-001  1.152616e-003  4.368711e-004
 2.142050e-001  1.425604e-003  4.384305e-004
 2.145950e-001  1.313844e-003  4.383359e-004
 2.149840e-001  1.621337e-003  4.370894e-004
 2.153740e-001  1.448706e-003  4.283024e-004
 2.157630e-001  1.687046e-003  4.352156e-004
 2.161530e-001  1.392364e-003  4.284426e-004
 2.165420e-001  1.702791e-003  4.222090e-004
 2.169320e-001  1.320896e-003  4.415712e-004
 2.173210e-001  1.462286e-003  4.310749e-004
 2.177100e-001  1.118285e-003  4.246509e-004
 2.181000e-001  1.784692e-003  4.286046e-004
 2.184890e-001  1.531955e-003  4.345939e-004
 2.188790e-001  1.794581e-003  4.492654e-004
 2.192680e-001  1.608999e-003  4.324363e-004
 2.196580e-001  1.517941e-003  4.383664e-004
 2.200470e-001  1.097705e-003  4.291453e-004
 2.204360e-001  1.594296e-003  4.334266e-004
 2.208260e-001  1.174834e-003  4.274367e-004
 2.212150e-001  1.056564e-003  4.257103e-004
 2.216050e-001  1.127979e-003  4.332612e-004
