'Name'	'SASDBP9.dat'	'SASDBP9.dat'
'Type; q:'	'I(q)'	'I(q) sd'
0.0760391	836.725	18.4742
0.0763146	855.556	18.8305
0.0765901	847.038	18.5882
0.0768656	819.527	18.5147
0.0771411	815.124	18.4758
0.0774166	831.881	18.3583
0.0776921	841.058	18.6192
0.0779676	828.638	18.4316
0.0782432	804.284	18.2359
0.0785187	809.472	18.0046
0.0787942	779.481	18.0512
0.0790697	764.809	18.1462
0.0793452	774.167	17.9149
0.0796207	791.845	18.0259
0.0798962	757.034	17.7577
0.0801717	795.388	17.7224
0.0804472	746.268	18.1036
0.0807227	767.14	17.393
0.0809982	743.384	17.621
0.0812737	715.471	17.4861
0.0815492	726.111	17.5809
0.0818247	738.195	17.308
0.0821002	747.093	17.3571
0.0823757	720.306	17.5963
0.0826512	703.266	17.2755
0.0829267	725.592	17.3121
0.0832022	718.231	17.1928
0.0834777	713.255	16.9418
0.0837532	698.553	17.2793
0.0840287	684.334	17.0195
0.0843042	692.605	16.8194
0.0845797	698.761	17.0518
0.0848552	695.342	16.8662
0.0851308	675.83	17.0068
0.0854063	658.327	16.3813
0.0856818	647.815	16.7539
0.0859573	676.536	16.6841
0.0862328	673.676	16.8412
0.0865083	633.569	16.4795
0.0867838	659.737	16.3912
0.0870593	614.196	16.4124
0.0873348	649.375	16.491
0.0876103	626.099	16.3397
0.0878858	634.469	16.2584
0.0881613	631.887	16.3571
0.0884368	616.621	16.3798
0.0887123	647.625	16.2304
0.0889878	592.126	15.9388
0.0892633	592.133	16.0287
0.0895388	616.768	16.2377
0.0898143	630.729	16.0294
0.0900898	594.25	15.7795
0.0903653	611.007	15.859
0.0906408	614.044	15.8701
0.0909163	609.788	16.0542
0.0911918	596.106	15.8076
0.0914673	598.741	16.3381
0.0917428	575.753	16.3277
0.0920184	584.012	15.9737
0.0922939	590.7	16.4152
0.0925694	591.753	16.3252
0.0928449	595.568	16.5253
0.0931204	548.558	16.4621
0.0933959	561.654	15.9545
0.0936714	550.845	16.2889
0.0939469	577.714	16.2305
0.0942224	559.099	16.3965
0.0944979	578.274	16.093
0.0947734	546.483	15.5135
0.0950489	534.505	15.83
0.0953244	558.091	15.523
0.0955999	540.849	15.688
0.0958754	553.412	15.5848
0.0961509	535.559	15.4545
0.0964264	544.881	15.6603
0.0967019	533.908	15.2968
0.0969774	523.929	15.3003
0.0972529	564.995	15.3684
0.0975284	542.444	15.228
0.0978039	526.069	15.283
0.0980794	520.311	14.95
0.0983549	532.413	15.3207
0.0986304	541.999	15.0211
0.098906	522.021	15.1819
0.0991815	539.188	15.2182
0.099457	500.238	14.7602
0.0997325	488.913	15.0157
0.100008	483.666	14.7147
0.100283	480.789	14.8861
0.100559	495.289	14.6847
0.100834	481.421	14.6524
0.10111	492.898	14.7087
0.101385	497.579	14.7232
0.101661	474.64	14.6507
0.101936	480.919	14.5584
0.102212	471.875	14.5784
0.102488	494.139	14.5984
0.102763	471.385	14.5109
0.103039	462.803	14.3755
0.103314	456.414	14.1815
0.10359	467.244	14.3809
0.103865	468.778	14.2771
0.104141	457.455	14.1318
0.104416	447.411	14.1791
0.104692	450.213	14.385
0.104967	432.87	14.6923
0.105243	434.889	14.5254
0.105518	460.739	14.7481
0.105794	426.784	14.817
0.106069	449.776	14.9474
0.106345	442.511	15.164
0.10662	419.158	14.8104
0.106896	426.893	15.2364
0.107171	454.337	15.1676
0.107447	421.56	15.1479
0.107722	437.538	15.3826
0.107998	434.903	15.1851
0.108273	433.018	15.4628
0.108549	406.666	15.167
0.108824	422.818	15.1864
0.1091	411.664	15.4633
0.109375	420.077	15.3039
0.109651	431.232	15.6744
0.109926	386.642	15.1265
0.110202	374.3	15.3538
0.110477	414.946	15.092
0.110753	412.094	14.7666
0.111028	390.292	14.8394
0.111304	393.27	14.4665
0.111579	410.328	14.6637
0.111855	388.18	14.3951
0.11213	382.891	14.2105
0.112406	392.716	14.49
0.112681	370.278	14.0655
0.112957	381.304	14.319
0.113232	396.949	14.1631
0.113508	376.308	13.9509
0.113783	375.185	13.9735
0.114059	367.914	13.8982
0.114334	373.136	13.92
0.11461	375.731	13.6908
0.114885	363.646	13.7877
0.115161	346.756	13.7077
0.115436	357.181	13.703
0.115712	366.335	13.6089
0.115987	368.852	13.6725
0.116263	388.744	13.6837
0.116538	370.786	13.528
0.116814	343.584	13.503
0.117089	362.498	13.5001
0.117365	349.754	13.3819
0.11764	366.062	13.4696
0.117916	383.211	13.44
0.118191	319.67	13.2592
0.118467	365.672	13.4634
0.118742	334.067	13.3707
0.119018	337.476	13.2865
0.119293	342.835	13.096
0.119569	332.579	13.2516
0.119844	338.526	13.1614
0.12012	346.392	13.2913
0.120395	360.598	13.2666
0.120671	349.973	13.1087
0.120946	341.822	13.1609
0.121222	327.657	12.915
0.121497	352.612	13.2001
0.121773	287.579	12.872
0.122048	332.711	13.0045
0.122324	355.871	13.2183
0.122599	327.178	12.7956
0.122875	311.154	12.8839
0.12315	317.419	12.7671
0.123426	315.605	12.7972
0.123701	309.955	12.9984
0.123977	315.093	12.5097
0.124252	313.52	12.7304
0.124528	284.318	12.6114
0.124803	320.781	12.8014
0.125079	296.74	12.6719
0.125354	312.509	12.6274
0.12563	294.543	12.6712
0.125905	297.428	12.4584
0.126181	300.063	12.521
0.126456	312.229	12.5991
0.126732	298.212	12.5392
0.127007	308.681	12.6826
0.127283	286.709	12.3485
0.127558	291.827	12.5246
0.127834	295.434	12.3478
0.128109	293.618	12.4493
0.128385	283.498	12.4037
0.12866	283.974	12.2306
0.128936	301.125	12.5034
0.129211	301.546	12.3835
0.129487	290.811	12.2783
0.129762	282.955	12.1973
0.130038	281.173	12.1763
0.130313	246.388	12.1968
0.130589	285.886	12.2928
0.130864	254.871	11.9364
0.13114	272.433	12.1147
0.131415	260.834	12.16
0.131691	263.876	12.1582
0.131966	272.036	11.9832
0.132242	269.461	12.0696
0.132517	266.763	12.0157
0.132793	272.553	12.0401
0.133068	248.449	11.8952
0.133344	256.811	11.8801
0.133619	234.751	11.9747
0.133895	257.383	11.8231
0.13417	239.156	11.9633
0.134446	244.735	11.6265
0.134721	244.339	11.7889
0.134997	246.306	11.9313
0.135272	232.705	11.7744
0.135548	244.815	11.8598
0.135823	232.041	11.6567
0.136099	252.298	11.7544
0.136374	252.289	11.8475
0.13665	225.895	11.4286
0.136926	236.757	11.8187
0.137201	213.765	11.4406
0.137477	239.793	11.71
0.137752	228.27	11.56
0.138028	215.207	11.4389
0.138303	215.981	11.653
0.138579	224.513	11.5272
0.138854	212.722	11.5572
0.13913	237.945	11.4772
0.139405	237.328	11.4771
0.139681	223.338	11.5528
0.139956	204.358	11.2636
0.140232	220.518	11.4359
0.140507	229.54	11.4446
0.140783	226.242	11.4366
0.141058	218.583	11.3631
0.141334	217.388	11.2717
0.141609	211.59	11.3293
0.141885	224.858	11.3611
0.14216	224.29	11.4327
0.142436	197.456	11.1954
0.142711	206.839	11.2311
0.142987	198.605	11.2762
0.143262	191.506	11.1594
0.143538	197.167	11.2377
0.143813	201.842	11.1128
0.144089	201.459	11.322
0.144364	199.277	11.1583
0.14464	209.454	11.2677
0.144915	200.884	11.147
0.145191	218.042	11.2595
0.145466	194.892	11.1927
0.145742	185.665	11.0809
0.146017	191.253	11.1541
0.146293	203.065	11.143
0.146568	174.405	11.0318
0.146844	201.604	11.2411
0.147119	214.606	11.1129
0.147395	195.591	11.1411
0.14767	197.144	11.1066
0.147946	176.504	10.9489
0.148221	196.18	11.2057
0.148497	202.524	10.9374
0.148772	199.086	11.127
0.149048	192.807	11.0344
0.149323	173.157	11.0541
0.149599	167.372	10.8627
0.149874	182.259	10.9676
0.15015	177.211	10.9688
0.150425	182.69	10.9207
0.150701	171.117	10.8132
0.150976	176.267	10.9246
0.151252	173.147	10.9133
0.151527	176.557	10.8927
0.151803	170.837	10.8111
0.152078	192.538	10.8451
0.152354	169.266	10.9059
0.152629	184.64	10.7994
0.152905	176.088	10.8704
0.15318	156.34	10.6554
0.153456	180.217	10.8532
0.153731	178.465	10.8399
0.154007	169.499	10.797
0.154282	172.336	10.8064
0.154558	166.829	10.6478
0.154833	151.87	10.7316
0.155109	150.868	10.6979
0.155384	180.077	10.6834
0.15566	178.768	10.8086
0.155935	154.577	10.6316
0.156211	164.594	10.6955
0.156486	173.08	10.7283
0.156762	167.833	10.6137
0.157037	153.558	10.5568
0.157313	154.599	10.7289
0.157588	154.294	10.5619
0.157864	165.657	10.6696
0.158139	167.498	10.6441
0.158415	165.783	10.6344
0.15869	138.094	10.573
0.158966	138.298	10.4404
0.159241	159.396	10.5495
0.159517	134.357	10.461
0.159792	147.754	10.4842
0.160068	142.057	10.4627
0.160343	130.79	10.4345
0.160619	127.924	10.447
0.160894	142.123	10.5482
0.16117	137.781	10.3856
0.161445	150.081	10.5155
0.161721	148.905	10.3681
0.161996	151.725	10.5311
0.162272	158.286	10.4711
0.162547	143.098	10.3175
0.162823	131.547	10.4835
0.163098	148.979	10.6202
0.163374	135.084	10.6951
0.163649	132.809	10.6248
0.163925	148.253	10.8718
0.1642	117.661	10.9254
0.164476	130.199	10.8524
0.164751	134.658	10.8245
0.165027	135.764	11.0272
0.165302	151.404	11.0681
0.165578	140.425	11.2037
0.165853	124.224	10.7857
0.166129	134.286	11.1951
0.166404	111.439	11.0707
0.16668	155.962	11.2385
0.166955	128.189	11.2356
0.167231	128.743	11.0768
0.167506	132.536	11.2787
0.167782	127.043	11.2539
0.168057	137.909	11.4242
0.168333	118.86	10.9905
0.168608	132.923	11.2976
0.168884	115.606	11.0696
0.169159	138.31	10.993
0.169435	109.51	10.7912
0.16971	128.168	10.8201
0.169986	124.055	10.7752
0.170261	120.168	10.7206
0.170537	124.152	10.635
0.170812	131.27	10.7606
0.171088	115.634	10.6189
0.171364	132.267	10.7385
0.171639	122.744	10.5336
0.171915	123.766	10.5465
0.17219	107.986	10.6027
0.172466	102.226	10.4146
0.172741	126.395	10.548
0.173017	127.45	10.5114
0.173292	136.706	10.5285
0.173568	112.883	10.4565
0.173843	120.907	10.4133
0.174119	107.942	10.4243
0.174394	116.571	10.4194
0.17467	107.886	10.4441
0.174945	103.459	10.4018
0.175221	117.17	10.301
0.175496	108.812	10.4114
0.175772	113.434	10.3808
0.176047	99.8764	10.376
0.176323	120.727	10.2967
0.176598	104.445	10.2784
0.176874	110.117	10.4228
0.177149	103.575	10.1744
0.177425	116.353	10.3485
0.1777	118.677	10.2219
0.177976	96.9219	10.2502
0.178251	91.6881	10.3372
0.178527	129.894	10.2401
0.178802	114.21	10.2603
0.179078	111.926	10.2229
0.179353	107.239	10.2064
0.179629	106.305	10.3041
0.179904	98.874	10.0556
0.18018	83.8876	10.2203
0.180455	114.019	10.1151
0.180731	94.3248	10.1782
0.181006	87.3588	10.0754
0.181282	109.539	10.0988
0.181557	118.226	10.2855
0.181833	110.792	10.0755
0.182108	102.448	10.0851
0.182384	98.8019	10.0839
0.182659	118.051	10.187
0.182935	95.0798	10.1268
0.18321	93.4669	10.0372
0.183486	119.743	10.085
0.183761	81.2214	9.9619
0.184037	101.434	10.0201
0.184312	103.947	10.0786
0.184588	108.161	10.0824
0.184863	97.0067	10.088
0.185139	93.3348	10.0195
0.185414	100.811	10.0184
0.18569	94.5114	9.99726
0.185965	108.423	10.0609
0.186241	101.773	10.0293
0.186516	91.2574	9.97056
0.186792	102.706	9.99032
0.187067	76.7224	9.91184
0.187343	92.1936	10.0075
0.187618	85.4624	9.92999
0.187894	83.605	10.0262
0.188169	84.5967	9.84961
0.188445	66.6652	9.86668
0.18872	96.3186	9.99434
0.188996	93.3862	9.92989
0.189271	100.897	9.97865
0.189547	77.6183	9.96538
0.189822	88.9738	9.87621
0.190098	107.242	10.057
0.190373	83.4302	9.84234
0.190649	78.3657	9.95127
0.190924	99.8288	9.98997
0.1912	72.1159	9.83955
0.191475	96.3114	10.0857
0.191751	93.5693	9.93118
0.192026	107.844	10.0598
0.192302	83.1186	9.93844
0.192577	77.2471	9.88686
0.192853	76.9588	9.96955
0.193128	90.5602	9.96215
0.193404	88.2364	10.0188
0.193679	79.9471	9.95391
0.193955	79.9295	9.8573
0.19423	83.3038	10.012
0.194506	74.4169	9.92771
0.194781	79.8702	9.99752
0.195057	87.9743	9.85034
0.195332	92.5902	9.96978
0.195608	75.576	9.96507
0.195883	80.486	9.97616
0.196159	83.2471	9.98164
0.196434	79.1733	9.87747
0.19671	83.4612	10.0154
0.196985	85.7141	9.96507
0.197261	81.845	9.89698
0.197536	88.4243	10.0347
0.197812	93.0081	9.89406
0.198087	81.955	10.0174
0.198363	83.5169	9.89728
0.198638	78.0176	9.90212
0.198914	73.3605	9.92854
0.199189	71.9324	9.8989
0.199465	83.9591	10.0059
0.19974	95.8076	9.86194
0.200016	72.4933	9.9639
0.200291	68.3852	9.85281
0.200567	71.4871	9.90227
0.200842	81.2293	9.94852
0.201118	73.0438	9.82835
0.201393	79.4871	9.95669
0.201669	87.9662	9.94106
0.201944	90.5664	9.94661
0.20222	85.1714	9.8985
0.202495	70.2114	9.819
0.202771	72.7705	9.97839
0.203046	56.0557	9.84343
0.203322	83.3938	9.89621
0.203597	70.2248	9.84894
0.203873	61.5231	9.80265
0.204148	68.6788	9.98208
0.204424	63.1852	9.76065
0.204699	64.7386	9.91249
0.204975	76.8452	9.84187
0.20525	74.1055	9.95386
0.205526	86.4891	9.98363
0.205802	69.5205	9.76597
0.206077	46.7374	9.81512
0.206353	55.5476	9.78322
0.206628	65.1641	9.81833
0.206904	71.6719	9.86052
0.207179	52.5143	9.7716
0.207455	76.2376	9.94271
0.20773	57.18	9.77077
0.208006	51.5867	9.72094
0.208281	63.151	9.81151
0.208557	44.4457	9.71756
0.208832	59.5724	9.83446
0.209108	68.594	9.66176
0.209383	84.9217	9.90575
0.209659	69.2845	9.75069
0.209934	77.0512	9.78157
0.21021	71.8995	9.84221
0.210485	73.0755	9.76808
0.210761	51.5219	9.70663
0.211036	64.8555	9.71742
0.211312	61.2521	9.70942
0.211587	61.8562	9.75621
0.211863	73.0709	9.7978
0.212138	77.0202	9.86794
0.212414	64.4114	9.73315
0.212689	65.7133	9.6934
0.212965	60.8371	9.73955
0.21324	67.8743	9.78269
0.213516	50.5893	9.73402
0.213791	66.9029	9.71043
0.214067	67.5302	9.7138
0.214342	62.0019	9.75334
0.214618	48.3002	9.74791
0.214893	77.1898	9.66469
0.215169	57.1748	9.75082
0.215444	66.5991	9.78449
0.21572	64.4626	9.70335
0.215995	76.6319	9.78027
0.216271	55.8248	9.67763
0.216546	55.7712	9.74017
0.216822	53.915	9.73672
0.217097	75.6157	9.72708
0.217373	77.2917	9.7441
0.217648	74.155	9.67641
0.217924	83.6724	9.88547
0.218199	79.3043	9.75774
0.218475	73.7017	9.69138
0.21875	59.1343	9.78195
0.219026	62.3338	9.64122
0.219301	49.1217	9.71188
0.219577	66.6052	9.59893
0.219852	55.6136	9.67168
0.220128	76.085	9.8375
0.220403	84.3212	9.66981
0.220679	74.8709	9.8077
0.220954	67.4479	9.6525
0.22123	48.4736	9.63396
0.221505	45.0686	9.93394
0.221781	61.5226	9.95551
0.222056	76.0362	10.1759
0.222332	65.0841	10.1504
0.222607	56.2745	10.1989
0.222883	73.1686	10.3334
0.223158	49.2991	10.1594
0.223434	49.4507	10.4411
0.223709	65.6636	10.3533
0.223985	58.0581	10.5066
0.22426	59.0191	10.3643
0.224536	50.9348	10.4469
0.224811	51.6512	10.6398
0.225087	58.5748	10.5454
0.225362	59.1236	10.6811
0.225638	66.1971	10.5661
0.225913	58.5455	10.7737
0.226189	79.559	10.7412
0.226464	60.7786	10.7328
0.22674	60.7571	10.7947
0.227015	51.0495	10.7558
0.227291	75.2479	10.6872
0.227566	68.9714	10.4787
0.227842	58.5193	10.3307
0.228117	59.614	10.4784
0.228393	45.165	10.2186
0.228668	59.9083	10.2918
0.228944	49.4824	10.1238
0.229219	46.7614	10.1954
0.229495	58.2657	10.1873
0.22977	56.7474	10.196
0.230046	36.4324	10.0756
0.230321	39.3638	10.0518
0.230597	68.9488	10.2228
0.230872	44.7505	10.1101
0.231148	33.7881	9.97294
0.231423	63.3479	10.1234
0.231699	49.1429	10.1236
0.231974	55.7302	10.1544
0.23225	58.6105	10.1724
0.232525	70.1026	10.1171
0.232801	51.6459	10.1423
0.233076	50.8748	10.0719
0.233352	49.0891	10.1137
0.233627	66.7067	10.1133
0.233903	66.0205	10.0686
0.234178	62.1762	10.2067
0.234454	52.8929	10.0983
0.234729	47.8767	10.0896
0.235005	57.5364	10.1356
0.23528	55.4841	10.0795
0.235556	66.7843	10.2827
0.235831	54.7431	10.0948
0.236107	54.0626	10.1657
0.236382	62.6412	10.1414
0.236658	43.0264	10.0877
0.236933	54.5936	10.1198
0.237209	61.9252	10.1308
0.237484	57.5052	10.1751
0.23776	40.4824	10.1094
0.238035	31.2724	10.1485
0.238311	52.6243	10.0718
0.238586	76.7612	10.2532
0.238862	53.4426	10.1739
0.239137	64.2305	10.2572
0.239413	55.5624	10.1163
0.239689	59.8619	10.1327
0.239964	40.9867	10.1141
0.24024	62.7202	10.1264
0.240515	56.85	10.1398
0.240791	53.32	10.1565
0.241066	53.0405	10.1926
0.241342	46.7412	10.1494
0.241617	53.1	10.0726
0.241893	66.3705	10.2544
0.242168	48.6226	10.0521
0.242444	46.2969	10.1887
0.242719	48.7321	10.1876
0.242995	41.9945	9.99174
0.24327	51.7219	10.1881
0.243546	39.7821	9.97103
0.243821	48.1817	10.1638
0.244097	60.4786	10.1749
0.244372	37.4691	9.9336
0.244648	54.1543	10.2593
0.244923	35.2131	9.96764
0.245199	57.1609	10.1434
0.245474	61.066	10.158
0.24575	48.051	10.1211
0.246025	48.6074	10.2773
0.246301	41.92	9.94889
0.246576	18.676	10.0775
0.246852	57.2076	10.1856
0.247127	66.6674	10.2045
0.247403	49.0164	10.3088
0.247678	31.0938	9.92133
0.247954	78.4117	10.3677
0.248229	52.3755	10.0653
0.248505	42.5593	10.1202
0.24878	44.0686	10.1568
0.249056	48.6674	10.1125
0.249331	37.7441	10.2217
0.249607	51.3407	10.152
0.249882	33.6321	10.0687
0.250158	50.1245	10.179
0.250433	45.9795	10.131
0.250709	35.85	10.1468
0.250984	44.126	10.0922
0.25126	49.92	10.1346
0.251535	50.4907	10.1379
0.251811	59.4129	10.1882
0.252086	54.6769	10.2149
0.252362	37.2431	9.97085
0.252637	66.8938	10.2593
0.252913	58.3533	10.1377
0.253188	38.3981	10.0433
0.253464	37.0562	10.041
0.253739	43.5781	10.1213
0.254015	28.6755	10.0843
0.25429	39.0962	10.0943
0.254566	19.0843	10.0425
0.254841	41.7781	10.0814
0.255117	46.151	10.1129
0.255392	41.655	10.0957
0.255668	42.4481	10.1403
0.255943	35.0881	10.0689
0.256219	35.3752	10.0408
0.256494	42.3043	10.1647
0.25677	41.6469	10.1023
0.257045	50.0183	10.1585
0.257321	50.3407	10.1754
0.257596	37.9569	10.0713
0.257872	29.0198	10.1448
0.258147	65.4912	10.1875
0.258423	18.2433	10.0733
0.258698	53.3483	10.2033
0.258974	44.7109	10.1104
0.259249	27.7714	10.1063
0.259525	33.9564	10.1049
0.2598	45.9083	10.2225
0.260076	30.3748	10.0507
